docid,groupcode,as,id,uid
4027,-9999,0.1666666666666666,4478,100005
17323,-9999,0.0769230769230769,4478,100053
21458,-9999,0.5,4478,100676
21459,-9999,0.5,4478,100680
21463,-9999,0.6666666666666666,4478,100687
21469,-9999,0.1818181818181818,4478,100693
21475,-9999,0.1818181818181818,4478,100707
21483,-9999,0.15,4478,100726
21486,-9999,1.0,4478,100728
21493,-9999,0.2105263157894736,4478,100745
21494,-9999,0.375,4478,100751
21499,-9999,0.1666666666666666,4478,100757
21515,-9999,0.3076923076923077,4478,100794
21523,-9999,0.1904761904761904,4478,100800
21524,-9999,0.1578947368421052,4478,100807
21535,-9999,0.2352941176470588,4478,100826
22046,-9999,0.1739130434782608,4478,101515
22438,-9999,0.1818181818181818,4478,102084
22660,-9999,0.3333333333333333,4478,102450
22728,-9999,0.1363636363636363,4478,102622
27256,-9999,0.2,4478,102667
53554,-9999,0.16,4478,103341
110851,-9999,0.1481481481481481,4478,105911
143685,-9999,0.4166666666666666,4478,106491
143708,-9999,0.1935483870967742,4478,106546
143711,-9999,0.1851851851851851,4478,106561
143758,-9999,0.1818181818181818,4478,106652
143876,-9999,0.2105263157894736,4478,106725
143887,-9999,0.1666666666666666,4478,106760
147196,-9999,0.125,4478,106810
161491,-9999,0.2,4478,107652
215410,-9999,0.2272727272727273,4478,109798
223795,-9999,0.15,4478,110938
223826,-9999,0.1785714285714285,4478,110984
224024,-9999,0.2,4478,111389
224172,-9999,0.1739130434782608,4478,111584
224193,-9999,0.2105263157894736,4478,111611
224194,-9999,0.1739130434782608,4478,111617
224246,-9999,0.1818181818181818,4478,111706
228144,-9999,0.1578947368421052,4478,112619
228343,-9999,0.1739130434782608,4478,112839
228344,-9999,0.1818181818181818,4478,112847
248779,-9999,0.2105263157894736,4478,113483
249041,-9999,0.2222222222222222,4478,113720
256706,-9999,0.5,4478,113866
265076,-9999,0.1379310344827586,4478,113913
281114,-9999,1.0,4478,114634
287722,-9999,0.1666666666666666,4478,114865
287798,-9999,0.1363636363636363,4478,115004
288062,-9999,0.1612903225806451,4478,115397
288068,-9999,0.2,4478,115411
353417,-9999,0.1904761904761904,4478,116380
361714,-9999,0.25,4478,118197
363994,-9999,0.1428571428571428,4478,118297
428754,-9999,0.1428571428571428,4478,119861
431323,-9999,0.1363636363636363,4478,119893
432458,-9999,0.217391304347826,4478,120276
451101,-9999,0.3,4478,121053
451859,-9999,0.1904761904761904,4478,121132
451875,-9999,0.1923076923076923,4478,121139
500752,-9999,0.1724137931034483,4478,122250
500758,-9999,0.1428571428571428,4478,122271
500759,-9999,0.1818181818181818,4478,122278
500761,-9999,0.15,4478,122286
504623,-9999,0.1818181818181818,4478,123167
548600,-9999,0.375,4478,126858
557514,-9999,0.1904761904761904,4478,127301
557517,-9999,0.2222222222222222,4478,127307
570762,-9999,0.1111111111111111,4478,127784
570801,-9999,0.1818181818181818,4478,127791
570804,-9999,0.1578947368421052,4478,127798
570806,-9999,0.2105263157894736,4478,127805
575911,-9999,0.1904761904761904,4478,128171
597345,-9999,0.1428571428571428,4478,129176
600370,-9999,0.1052631578947368,4478,130014
604658,-9999,0.1818181818181818,4478,130247
616596,-9999,0.15,4478,131439
616652,-9999,0.1363636363636363,4478,131468
632316,-9999,0.1666666666666666,4478,132397
633842,-9999,1.0,4478,132634
636465,-9999,0.1904761904761904,4478,133151
636469,-9999,0.1818181818181818,4478,133165
636969,-9999,0.217391304347826,4478,133288
641004,-9999,0.2105263157894736,4478,133609
643956,-9999,0.25,4478,133851
650007,-9999,0.2,4478,134060
661270,-9999,0.2,4478,134829
661515,-9999,0.2666666666666666,4478,134874
661730,-9999,0.2727272727272727,4478,134928
661787,-9999,0.2105263157894736,4478,134955
679481,-9999,0.2,4478,136264
688935,-9999,0.1739130434782608,4478,136789
711498,-9999,0.125,4478,138219
10003280,-9999,0.2857142857142857,4478,139656
10011065,-9999,0.1666666666666666,4478,140763
10011437,-9999,0.3333333333333333,4478,140853
