docid,groupcode,as,id,uid
4027,671,0.0555555555555555,4478,100000
17323,671,0.0384615384615384,4478,100046
21458,671,0.25,4478,100674
21459,671,0.1666666666666666,4478,100677
21469,671,0.0454545454545454,4478,100688
21475,671,0.0454545454545454,4478,100702
21483,671,0.05,4478,100721
21493,671,0.0526315789473684,4478,100740
21494,671,0.125,4478,100747
21499,671,0.0416666666666666,4478,100752
21515,671,0.0769230769230769,4478,100789
21523,671,0.0476190476190476,4478,100795
21524,671,0.0526315789473684,4478,100802
21535,671,0.0588235294117647,4478,100821
22046,671,0.0434782608695652,4478,101510
22438,671,0.0909090909090909,4478,102081
22728,671,0.0454545454545454,4478,102617
53554,671,0.04,4478,103336
143685,671,0.0833333333333333,4478,106487
143711,671,0.037037037037037,4478,106556
143758,671,0.0454545454545454,4478,106647
143876,671,0.0526315789473684,4478,106721
143887,671,0.0555555555555555,4478,106756
223795,671,0.05,4478,110933
224024,671,0.04,4478,111384
224193,671,0.0526315789473684,4478,111606
224246,671,0.0454545454545454,4478,111701
228344,671,0.0454545454545454,4478,112842
248779,671,0.0526315789473684,4478,113478
249041,671,0.0555555555555555,4478,113715
256706,671,0.125,4478,113863
265076,671,0.0344827586206896,4478,113908
361714,671,0.05,4478,118192
363994,671,0.0714285714285714,4478,118292
428754,671,0.0476190476190476,4478,119856
431323,671,0.0454545454545454,4478,119888
432458,671,0.0434782608695652,4478,120271
451101,671,0.1,4478,121049
451859,671,0.0476190476190476,4478,121127
451875,671,0.0384615384615384,4478,121134
500761,671,0.05,4478,122281
504623,671,0.0909090909090909,4478,123162
548600,671,0.25,4478,126855
557514,671,0.0476190476190476,4478,127296
557517,671,0.0555555555555555,4478,127303
570801,671,0.0454545454545454,4478,127786
570804,671,0.0526315789473684,4478,127793
570806,671,0.0526315789473684,4478,127800
575911,671,0.0476190476190476,4478,128166
600370,671,0.0526315789473684,4478,130010
604658,671,0.0454545454545454,4478,130242
616596,671,0.05,4478,131434
616652,671,0.0454545454545454,4478,131463
632316,671,0.0416666666666666,4478,132392
636469,671,0.0454545454545454,4478,133160
636969,671,0.0434782608695652,4478,133283
641004,671,0.0526315789473684,4478,133605
643956,671,0.0625,4478,133847
650007,671,0.04,4478,134055
661270,671,0.05,4478,134824
661515,671,0.0666666666666666,4478,134871
661730,671,0.0454545454545454,4478,134923
661787,671,0.0526315789473684,4478,134950
679481,671,0.05,4478,136260
688935,671,0.0434782608695652,4478,136784
10003280,671,0.1428571428571428,4478,139653
10011438,671,0.0833333333333333,4478,140855
10011439,671,0.1538461538461538,4478,140860
10011459,671,0.0526315789473684,4478,140879
10011511,671,0.5,4478,140943
10011514,671,0.0434782608695652,4478,140946
10024378,671,0.0555555555555555,4478,143661
10037788,671,0.05,4478,144595
10047844,671,0.05,4478,146413
10047846,671,0.05,4478,146420
10052217,671,0.0384615384615384,4478,146933
10052329,671,0.0769230769230769,4478,146953
50003538,671,0.0666666666666666,4478,147510
60003669,671,0.0476190476190476,4478,147875
60004077,671,0.03125,4478,148356
90002401,671,0.0476190476190476,4478,149842
110012774,671,0.0454545454545454,4478,150713
120000942,671,0.0909090909090909,4478,151018
120000943,671,0.0833333333333333,4478,151023
120000956,671,0.0833333333333333,4478,151048
120001198,671,0.074074074074074,4478,151526
120001204,671,0.1428571428571428,4478,151557
120001223,671,0.0833333333333333,4478,151600
120001231,671,0.0833333333333333,4478,151617
120001342,671,0.0476190476190476,4478,151757
120001637,671,0.0526315789473684,4478,152367
120021829,671,0.0526315789473684,4478,153045
120021832,671,0.0416666666666666,4478,153051
120043329,671,0.0454545454545454,4478,154335
120052150,671,0.0454545454545454,4478,154938
120052415,671,0.0357142857142857,4478,154959
120055995,671,0.05,4478,155118
120061233,671,0.0833333333333333,4478,155487
120062339,671,0.0588235294117647,4478,155592
120080440,671,0.0476190476190476,4478,156818
120080698,671,0.0454545454545454,4478,157122
120080705,671,0.037037037037037,4478,157136
120081050,671,0.0434782608695652,4478,157696
120081126,671,0.0454545454545454,4478,157787
120081132,671,0.1333333333333333,4478,157824
120087296,671,0.0476190476190476,4478,159001
120091139,671,0.1935483870967742,4478,159421
120092176,671,0.05,4478,159620
120098188,671,0.0526315789473684,4478,160595
120102796,671,0.0454545454545454,4478,161336
120110389,671,0.0434782608695652,4478,162444
120110593,671,0.0714285714285714,4478,162486
120112471,671,0.1,4478,162728
120114502,671,0.0476190476190476,4478,163037
120119537,671,0.0975609756097561,4478,163834
120128377,671,0.0476190476190476,4478,165369
120129119,671,0.1785714285714285,4478,165457
120135375,671,0.0555555555555555,4478,166449
120135842,671,0.05,4478,166507
120136464,671,0.0769230769230769,4478,166591
120142878,671,0.0588235294117647,4478,167596
120150825,671,0.0526315789473684,4478,168871
120152606,671,0.0526315789473684,4478,169157
120156035,671,0.1428571428571428,4478,169643
120157122,671,0.037037037037037,4478,169778
120160094,671,0.0555555555555555,4478,170307
120162053,671,0.0588235294117647,4478,170594
120163660,671,0.03125,4478,170813
120165954,671,0.032258064516129,4478,171101
120167670,671,0.05,4478,171316
120170330,671,0.04,4478,171709
120181654,671,0.0384615384615384,4478,173567
120182364,671,0.0526315789473684,4478,173730
120183797,671,0.0476190476190476,4478,173917
120187295,671,0.0555555555555555,4478,174416
120192157,671,0.0689655172413793,4478,175034
120198072,671,0.1333333333333333,4478,175687
120198073,671,0.0526315789473684,4478,175694
120198074,671,0.0416666666666666,4478,175700
120206016,671,0.0434782608695652,4478,176435
120214006,671,0.1142857142857142,4478,177481
120214007,671,0.1153846153846153,4478,177488
120220172,671,0.0666666666666666,4478,178338
120221310,671,0.0476190476190476,4478,178439
120223346,671,0.0454545454545454,4478,178616
120224358,671,0.0588235294117647,4478,178753
120229865,671,0.05,4478,179571
120232347,671,0.25,4478,179933
120252494,671,0.0476190476190476,4478,181878
120254750,671,0.0769230769230769,4478,182143
120259808,671,0.05,4478,182610
120261321,671,0.0434782608695652,4478,182814
120270363,671,0.0526315789473684,4478,183661
120270881,671,0.125,4478,183757
120271847,671,0.05,4478,183910
120281156,671,0.0476190476190476,4478,184672
120285560,671,0.03125,4478,184857
120287653,671,0.0625,4478,184937
120309379,671,0.0571428571428571,4478,185495
120321881,671,0.1333333333333333,4478,185797
120331607,671,0.05,4478,185968
120350823,671,0.0476190476190476,4478,186930
120357748,671,0.037037037037037,4478,193869
120358146,671,0.0769230769230769,4478,194762
120402714,671,0.0909090909090909,4478,200945
120402716,671,0.0476190476190476,4478,200957
120403953,671,0.1379310344827586,4478,201101
120405349,671,0.0344827586206896,4478,202083
120405456,671,0.0476190476190476,4478,202447
120405463,671,0.1176470588235294,4478,202461
120407291,671,0.0454545454545454,4478,202978
120415755,671,0.0476190476190476,4478,204769
120415761,671,0.05,4478,204796
120415762,671,0.0357142857142857,4478,204803
120418331,671,0.0476190476190476,4478,205048
120427572,671,0.0476190476190476,4478,205902
120428034,671,0.0526315789473684,4478,205927
120428287,671,0.0454545454545454,4478,205969
120430109,671,0.064516129032258,4478,206249
120430110,671,0.0952380952380952,4478,206256
120430457,671,0.0476190476190476,4478,206306
120430620,671,0.0909090909090909,4478,206339
120442430,671,0.0714285714285714,4478,208351
120443193,671,0.0476190476190476,4478,208480
120444483,671,0.05,4478,208621
120451690,671,0.0588235294117647,4478,209669
120451853,671,0.1,4478,209682
120466736,671,0.0909090909090909,4478,212984
120466737,671,0.0666666666666666,4478,212989
120466738,671,0.1538461538461538,4478,212994
120476906,671,0.0454545454545454,4478,214856
120483916,671,0.0952380952380952,4478,215563
120483917,671,0.0555555555555555,4478,215570
120483918,671,0.0476190476190476,4478,215576
120483919,671,0.0526315789473684,4478,215583
120483921,671,0.0769230769230769,4478,215595
120483922,671,0.05,4478,215602
120483923,671,0.0454545454545454,4478,215608
120500364,671,0.0555555555555555,4478,216682
120808214,671,0.0526315789473684,4478,253142
120861836,671,0.0454545454545454,4478,254689
120978861,671,0.0909090909090909,4478,259145
120995276,671,0.0833333333333333,4478,259871
120998504,671,0.0833333333333333,4478,260014
121020337,671,0.0434782608695652,4478,260772
121020762,671,0.0454545454545454,4478,260779
4040,671,0.032258064516129,2812,100007
120251175,671,0.1428571428571428,2812,181816
6601,671,0.1212121212121212,1118,100014
45784,671,0.1,1118,103234
650976,671,0.1333333333333333,1118,134079
678843,671,0.1034482758620689,1118,136237
711089,671,0.1071428571428571,1118,138196
100004223,671,0.1153846153846153,1118,149931
100004238,671,0.1,1118,149980
6636,671,0.037037037037037,8388,100021
689216,671,0.0344827586206896,8388,137131
10564,671,0.0357142857142857,4668,100027
599541,671,0.037037037037037,4668,129702
20986,671,0.037037037037037,4359,100117
22504,671,0.0384615384615384,4359,102186
592595,671,0.0294117647058823,2908,128736
10016776,671,0.04,2908,141786
10024328,671,0.0454545454545454,2908,143633
120201927,671,0.0555555555555555,2908,175967
120357341,671,0.04,2908,192752
120415386,671,0.0833333333333333,2908,204649
20940,671,0.25,4678,100084
21101,671,0.0416666666666666,4678,100258
21343,671,0.0476190476190476,4678,100519
143886,671,0.05,4678,106749
717123,671,0.1818181818181818,4678,138550
120085490,671,0.0526315789473684,4678,158643
120112260,671,0.2,4678,162709
120168953,671,0.3333333333333333,4678,171508
120244871,671,0.0277777777777777,4678,181181
120499597,671,0.25,4678,216603
