docid,groupcode,as,id,uid
120001198,332,0.037037037037037,4478,151533
120544037,332,0.0434782608695652,4678,219551
120546803,332,0.0454545454545454,4678,220050
120554214,332,0.0666666666666666,4678,221296
120558502,332,0.0588235294117647,4678,222011
120578607,332,0.0588235294117647,4678,226110
120586387,332,0.0476190476190476,4678,227824
120587087,332,0.04,4678,228001
120587284,332,0.1,4678,228085
120589603,332,0.0357142857142857,4678,228843
120593092,332,0.0454545454545454,4678,229799
120596110,332,0.0625,4678,230342
120607584,332,0.0526315789473684,4678,233029
120620607,332,0.1428571428571428,4678,236352
120622620,332,0.04,4678,236745
120631892,332,0.0625,4678,238560
120637407,332,0.037037037037037,4678,240057
120640024,332,0.0833333333333333,4678,240565
121023831,332,0.0454545454545454,4678,260861
120595302,332,0.0333333333333333,4612,230235
120680350,332,0.0384615384615384,4612,249898
120670651,332,0.1666666666666666,4771,247739
121024126,332,0.2,4771,260866
120557473,332,0.0434782608695652,4718,221773
120639783,332,0.0833333333333333,4718,240531
120643509,332,0.0666666666666666,4673,241179
120023953,332,0.0555555555555555,4680,153134
120566731,332,0.125,4680,223695
120571520,332,0.0555555555555555,4680,224582
120576420,332,0.2,4680,225686
120613858,332,0.0526315789473684,4680,234865
120617088,332,0.0625,4680,235680
120623528,332,0.0666666666666666,4680,236908
120629765,332,0.04,4680,238092
120633123,332,0.04,4680,238896
120636587,332,0.0285714285714285,4680,239881
120652794,332,0.0526315789473684,4680,243404
120577423,332,0.05,4932,225884
120632264,332,0.037037037037037,4932,238728
120611795,332,0.0769230769230769,5165,234169
120547333,332,0.0526315789473684,4696,220116
120579361,332,0.0833333333333333,4696,226260
120584602,332,0.0416666666666666,4696,227439
120603062,332,0.0666666666666666,4696,231990
120632289,332,0.0416666666666666,4696,238748
120645577,332,0.0434782608695652,4696,241679
120674426,332,0.0666666666666666,4696,248681
120549955,332,0.0476190476190476,4657,220620
120601759,332,0.0476190476190476,4657,231734
120552864,332,0.0666666666666666,4250,221113
120583151,332,0.0714285714285714,5319,227215
120653307,332,0.0769230769230769,5319,243490
120671391,332,0.0333333333333333,5319,248003
120959870,332,0.2,4963,258381
120576640,332,0.0833333333333333,4985,225753
120563394,332,0.0434782608695652,4866,223021
120564546,332,0.1111111111111111,4866,223311
120609000,332,0.1,4866,233269
120678063,332,1.0,4903,249350
120616961,332,0.0476190476190476,2327,235650
120615432,332,0.0357142857142857,5047,235358
120663276,332,0.032258064516129,5047,246064
120629658,332,0.0526315789473684,5600,238047
120027511,332,0.0256410256410256,7195,153279
120589005,332,0.0769230769230769,5604,228654
120644893,332,0.0833333333333333,5604,241477
120548862,332,0.0333333333333333,5611,220352
120634007,332,0.0769230769230769,5611,239153
120550730,332,0.0909090909090909,7228,220752
120572818,332,0.0344827586206896,7228,224842
120614404,332,0.037037037037037,5056,235029
120541241,332,0.0357142857142857,4398,218795
120577516,332,0.0384615384615384,4398,225914
120623301,332,0.0263157894736842,4398,236865
120628266,332,0.0285714285714285,4398,237747
120658698,332,0.04,4398,244764
120866641,332,0.1,4398,254827
120916786,332,0.0384615384615384,4398,256684
120967455,332,0.0555555555555555,4398,258658
120540454,332,0.0416666666666666,2754,218562
120651467,332,0.1,3202,243077
120545504,332,0.0344827586206896,6326,219871
120548603,332,0.3333333333333333,6326,220312
120601423,332,0.0526315789473684,6326,231627
120614525,332,0.0666666666666666,6326,235067
120649945,332,0.0588235294117647,6326,242729
120668747,332,0.0769230769230769,6326,247238
121026139,332,0.037037037037037,6326,260996
120648970,332,0.1111111111111111,2250,242512
120587652,332,0.0357142857142857,4387,228232
120634068,332,0.0344827586206896,6153,239197
120627572,332,0.0357142857142857,6979,237643
120541253,332,0.0555555555555555,5672,218805
120567413,332,0.0454545454545454,5672,223763
120567662,332,0.04,5672,223783
120571848,332,1.0,5672,224600
120600268,332,0.05,5672,231294
120612549,332,0.03125,5672,234399
120663593,332,0.05,5672,246172
120718785,332,0.125,5672,250730
120666073,332,0.1666666666666666,6032,246726
120656180,332,0.0384615384615384,6329,244076
120543920,332,0.0714285714285714,7077,219428
120677731,332,0.0384615384615384,7077,249230
120607578,332,0.0526315789473684,3195,233017
120646378,332,0.0344827586206896,7071,241826
120978438,332,0.0666666666666666,7071,259113
120595923,332,0.0588235294117647,7396,230314
120666540,332,0.05,7396,246807
120645362,332,0.037037037037037,6646,241617
120498958,332,0.0333333333333333,4223,216547
120548956,332,0.037037037037037,4223,220376
120573015,332,0.0303030303030303,4223,224905
120574867,332,0.05,4223,225311
120589877,332,0.0238095238095238,4223,228952
120613478,332,0.027027027027027,4223,234700
120634717,332,0.037037037037037,4223,239318
120653427,332,0.0416666666666666,4223,243513
120726218,332,0.03125,4223,251048
120737736,332,0.04,4223,251668
120808754,332,0.0344827586206896,4223,253196
121015205,332,0.0666666666666666,4223,260700
121015207,332,0.3333333333333333,4223,260703
120582022,332,0.0434782608695652,2603,226903
120604141,332,0.0909090909090909,1688,232287
121002967,332,0.0344827586206896,1657,260245
120620117,332,0.0384615384615384,1394,236227
120649218,332,0.0714285714285714,1882,242592
120680020,332,0.0833333333333333,7800,249722
120554646,332,0.0454545454545454,7360,221358
120555346,332,0.0476190476190476,6526,221476
120675703,332,0.05,6526,248946
120549447,332,0.032258064516129,8201,220498
120565317,332,0.0769230769230769,8201,223523
120671455,332,0.03125,8201,248016
120611967,332,0.0476190476190476,8141,234215
120582928,332,0.0333333333333333,6391,227153
120555511,332,0.125,6829,221503
120566504,332,0.0344827586206896,6875,223672
120578385,332,0.0666666666666666,6875,226054
120580186,332,0.05,6875,226472
120580426,332,0.05,7787,226526
120653372,332,0.1111111111111111,7787,243503
120673047,332,0.2,7787,248300
120666458,332,0.0333333333333333,6579,246783
120569742,332,0.0357142857142857,7176,224140
120595942,332,0.0555555555555555,7176,230325
120611429,332,0.0666666666666666,7176,234072
120616629,332,0.0384615384615384,7176,235589
120643614,332,0.03125,7176,241214
120541013,332,0.1428571428571428,7144,218735
120569837,332,0.0303030303030303,7144,224211
120594281,332,0.0588235294117647,7144,230042
120602300,332,0.0833333333333333,7144,231837
120650753,332,0.037037037037037,7144,242907
120659261,332,0.0625,7144,244947
120676737,332,0.0625,7144,249070
120588287,332,0.037037037037037,7809,228392
120613810,332,0.0333333333333333,7809,234843
120575293,332,0.0714285714285714,4317,225433
120583315,332,0.0454545454545454,5631,227236
120650074,332,0.037037037037037,6630,242767
120639162,332,0.025,4300,240477
120582523,332,0.0357142857142857,5195,227044
120613634,332,0.0277777777777777,5195,234724
120665211,332,0.0357142857142857,5195,246620
120610730,332,0.0476190476190476,5148,233805
120656766,332,0.0588235294117647,5148,244179
120582232,332,0.0714285714285714,7159,226964
120565555,332,0.0714285714285714,5231,223566
120617560,332,0.05,5231,235732
120563359,332,0.0555555555555555,3937,223010
120588774,332,0.0454545454545454,3937,228518
120567901,332,0.0476190476190476,6861,223834
120560789,332,0.0555555555555555,3810,222597
120620198,332,0.05,4806,236253
120675507,332,0.0357142857142857,4806,248922
120552183,332,0.0555555555555555,2151,220974
120608411,332,0.037037037037037,2151,233159
120615868,332,0.0526315789473684,1718,235489
120557301,332,0.0526315789473684,1796,221731
120544592,332,0.0434782608695652,1623,219671
120555553,332,0.25,3073,221509
120595077,332,0.0384615384615384,3073,230194
120641499,332,0.0526315789473684,3073,240899
120567149,332,0.05,2636,223739
120606234,332,0.0344827586206896,2636,232752
120655478,332,0.0588235294117647,2640,243935
120898323,332,0.0434782608695652,2640,255840
