docid,groupcode,as,id,uid
50003538,380,0.0666666666666666,4478,147511
120402675,380,0.1304347826086956,4955,200806
60004019,380,0.1153846153846153,4376,148312
120175017,380,0.125,4376,172458
30000648,380,0.0833333333333333,4714,147413
120359747,380,0.0833333333333333,3006,198680
120476890,380,0.1875,4954,214803
120760414,380,0.15,4954,252195
120166588,380,0.12,4956,171166
120181053,380,0.0434782608695652,4956,173415
120357769,380,0.2222222222222222,4956,193954
120357826,380,0.1071428571428571,4956,194062
120116014,380,0.0666666666666666,5047,163239
120875562,380,0.12,7228,255181
120719040,380,0.25,4398,250810
120781678,380,0.1304347826086956,4398,252584
120805929,380,0.0952380952380952,4398,253084
120083887,380,0.2,3202,158321
10037936,380,0.0416666666666666,3293,144754
10037941,380,0.0476190476190476,3293,144766
60004506,380,0.12,3293,148973
120130168,380,0.12,3293,165672
120182159,380,0.15,3293,173676
120358992,380,0.0689655172413793,3293,196785
120359381,380,0.1428571428571428,3293,197816
120359477,380,0.04,3293,198044
120914357,380,0.3333333333333333,3293,256525
120505933,380,0.2857142857142857,3296,217162
120322120,380,0.1363636363636363,2709,185806
120132523,380,0.15,4223,166087
120162487,380,0.2307692307692307,4223,170650
120221102,380,0.1153846153846153,4223,178420
120318802,380,0.2142857142857142,4223,185733
120422182,380,0.125,4223,205306
120889632,380,0.05,4223,255532
120994042,380,0.1875,4223,259798
45440,380,0.0606060606060606,1593,102906
332484,380,0.1304347826086956,1897,116058
650272,380,0.0833333333333333,7272,134070
120355126,380,0.0434782608695652,6526,187182
120697585,380,0.1428571428571428,4401,250259
120794148,380,0.3,4401,252858
120357172,380,0.05,1402,192318
120253428,380,0.1363636363636363,6871,181961
120801293,380,0.125,4951,252980
120133116,380,0.1052631578947368,4513,166159
120180770,380,0.0588235294117647,4513,173365
120405254,380,0.0666666666666666,4513,201844
120700217,380,0.09375,4513,250326
120274487,380,0.0869565217391304,3622,184210
120359838,380,0.1875,5612,198895
120080867,380,0.1034482758620689,5048,157440
120540717,380,0.0952380952380952,8341,218674
120177652,380,0.0526315789473684,7281,172895
120492042,380,0.1111111111111111,8024,216228
120353039,380,0.12,2705,187069
10045362,380,0.05,8472,146042
121014238,380,0.0967741935483871,4405,260671
120499157,380,0.2,7474,216561
120357423,380,0.1578947368421052,4246,192961
120435870,380,0.09375,4421,207230
120453764,380,0.375,6113,209920
120078186,380,0.2307692307692307,3673,156496
120082907,380,0.0769230769230769,3880,158232
120181524,380,0.1578947368421052,4445,173478
120110746,380,0.1764705882352941,8345,162509
120338860,380,0.1071428571428571,7458,186124
120992940,380,0.1153846153846153,5001,259723
120651972,380,0.0555555555555555,4817,243207
120541404,380,0.074074074074074,2260,218840
120541654,380,0.064516129032258,4340,218954
120831577,380,0.1052631578947368,7171,253778
120673730,380,0.0869565217391304,4672,248499
120588931,380,0.064516129032258,8099,228601
120603007,380,0.0769230769230769,3510,231947
120640630,380,0.0666666666666666,8371,240717
120633342,380,0.1,3372,238962
120610060,380,0.1052631578947368,5440,233556
120731198,380,0.0769230769230769,4677,251334
120872013,380,0.0857142857142857,7982,255029
