docid,groupcode,as,id,uid
120169336,600,0.037037037037037,5492,171566
120359300,600,0.05,3293,197694
120408501,600,0.0357142857142857,6526,203264
120179999,600,0.0454545454545454,4406,173257
120405139,600,0.0588235294117647,4513,201614
120405165,600,0.0384615384615384,4513,201687
120185679,600,0.0333333333333333,4417,174211
120373822,600,0.037037037037037,4417,199695
120220154,600,0.0416666666666666,1470,178336
121001788,600,0.1111111111111111,6916,260194
10015811,600,0.0434782608695652,3784,141550
120095401,600,0.0384615384615384,5644,160222
120408553,600,0.0434782608695652,3803,203317
