lat,lon,exp,doc,mar,ins,id
41.5056,-87.8561,105,3,2.288744596980249,67,1277
41.50561,-87.85607,30,2,3.60020319845051,57,1278
41.50561,-87.72942,36,1,1.6478746601657657,24,1279
41.50575,-87.64715,29,1,1.8585719501240405,33,1280
41.5058,-87.8583,38,1,0.45429484339768106,26,1281
41.5058,-87.6786,32,1,0.3034800112696778,19,1282
41.5058,-87.6471,18,1,1.5536658871849345,23,1283
41.506,-87.662,49,2,0.9456819132154572,17,1284
41.50616,-87.67112,21,1,0.3290517487607301,27,1285
41.50621,-87.72482,44,1,1.8699484620604123,31,1286
41.50625,-87.67816,0,1,0.012488596698636677,2,1287
41.5064,-87.6795,113,3,2.9938379788399767,53,1288
41.5067,-87.6787,164,6,1.6788846513278433,74,1289
41.50673,-87.34468,102,2,1.1162050926053546,17,1290
41.5068,-87.3447,49,1,1.3177132855756795,19,1291
41.5069,-87.3366,85,2,1.776740215938311,24,1292
41.507,-87.4737,48,3,0.3777863754151229,17,1293
41.50725,-87.84893,24,1,0.9766058417257361,12,1294
41.5077,-87.7252,32,1,1.5494609177850607,23,1295
41.5077,-87.333,89,3,3.7473750567657613,71,1296
41.50776,-87.33602,44,1,1.2959113510684517,27,1297
41.508,-87.3618,27,1,0.34036620499554215,25,1298
41.50829,-87.51999,56,1,1.550125994428058,19,1299
41.5083,-87.7304,58,2,3.683732631683299,53,1300
41.50892,-87.336,10,1,1.6379478833052565,24,1301
41.5098,-87.928,20,1,0.014149605878350895,1,1302
41.5106,-87.8556,222,9,16.88511891334837,289,1303
41.511,-87.9315,36,2,0.6969921685575213,44,1304
41.5113,-87.8514,37,1,0.4427355939209484,27,1305
41.51138,-87.47107,0,1,0.29515057016830365,19,1306
41.51156,-87.95668,79,5,5.869789019673923,115,1307
41.5116,-87.9566,54,3,5.0315931465139645,91,1308
41.5116,-87.8514,22,1,1.8531919990464518,30,1309
41.51169,-87.47825,50,1,0.9023757045004553,14,1310
41.5117,-87.3356,29,1,1.7262501700222692,30,1311
41.51192,-88.22054,0,1,0.042452958995740746,2,1312
41.512,-87.9656,102,4,7.44590185829325,116,1313
41.512,-87.7067,23,1,0.15562579907230933,2,1314
41.5122,-87.3356,157,4,6.745416322577833,110,1315
41.5123,-87.6425,84,2,0.42710228086734076,20,1316
41.5123,-87.3367,85,2,3.1408423708824045,55,1317
41.5123,-87.2572,25,1,1.9507966230827283,34,1318
41.51231,-87.9568,9,1,0.4853422362234725,31,1319
41.5124,-87.9535,0,1,0.35127461375664254,23,1320
41.5125,-87.9638,104,3,5.656632990933398,91,1321
41.5125,-87.2613,392,23,12.240950253328329,207,1322
41.51254,-87.96378,32,1,1.869633006851752,31,1323
41.51257,-87.87867,42,1,0.155341727612613,15,1324
41.5126,-87.9441,28,1,0.26732127343217466,17,1325
41.5126,-87.2613,121,4,5.889940427820679,106,1326
41.51265,-87.2589,85,7,9.4415591886505,131,1327
41.5127,-87.2603,328,12,20.737160325919916,343,1328
41.5127,-87.2568,71,3,5.326778918248118,93,1329
41.51271,-87.26031,13,1,1.6472808278683553,28,1330
41.5129,-87.952,35,2,2.1817753210881063,34,1331
41.5132,-87.6926,32,1,1.7280598799341889,23,1332
41.5133,-87.2588,35,1,1.7641497676502536,29,1333
41.5134,-88.15848,43,1,0.040373154716446855,1,1334
41.5134,-87.9677,32,1,0.041906364093678095,4,1335
41.5138,-87.868,55,1,0.040373154716446855,1,1336
41.51416,-87.7333,22,1,1.7939869125237204,28,1337
41.51424,-87.25893,42,1,1.8763005328507618,31,1338
41.5145,-87.849,21,2,0.4687762110924017,30,1339
41.51455,-87.84894,22,1,1.9749004423361471,37,1340
41.5146,-87.7263,41,1,0.1686395073644394,16,1341
41.5146,-87.2607,49,1,0.1369648278119289,3,1342
41.5147,-87.2594,55,1,1.7829646163436992,27,1343
41.51512,-87.85156,8,1,1.3532534076604044,26,1344
41.5152,-88.1686,12,1,1.536194586490959,23,1345
41.5154,-87.3454,34,1,0.3371431910400626,22,1346
41.5165,-87.9664,119,3,4.371750601047324,71,1347
41.51675,-88.1833,39,1,0.5532314325652532,8,1348
41.5168,-87.3357,40,1,1.9379677877200636,31,1349
41.5169,-87.4728,32,1,0.040373154716446855,1,1350
41.5172,-87.9751,65,2,0.02829921175670179,2,1351
41.51749,-87.98085,40,1,1.8971977741739317,27,1352
41.5175,-87.9808,40,1,0.08401261354931565,4,1353
41.5177,-87.3356,75,2,2.8448445042008284,45,1354
41.5178,-87.4681,40,2,3.347158424776519,48,1355
41.51809,-87.85053,25,1,1.0877279964653486,13,1356
41.5181,-87.8505,43,3,1.2301957867090532,66,1357
41.5184,-87.3357,39,1,1.6112172119091557,30,1358
41.5186,-87.7138,18,1,0.04344416779292265,4,1359
41.51993,-87.51694,10,1,1.1889903479118291,12,1360
41.5201,-87.8035,80,4,6.926597487824723,102,1361
41.5202,-87.7124,62,3,4.585642109562545,75,1362
41.52025,-87.71237,73,2,4.056802450236052,71,1363
41.5206,-87.7071,794,30,51.13989108739062,739,1364
41.52063,-87.70714,166,5,7.269456533119433,112,1365
41.52065,-87.71323,45,2,3.8962928868635918,67,1366
41.52069,-87.70599,40,2,3.328535825811264,44,1367
41.5209,-88.1478,289,8,14.759064564977887,248,1368
41.52097,-87.99718,52,2,0.41834084407919375,21,1369
41.521,-87.669,53,1,0.057871180128612545,2,1370
41.5211,-87.6525,101,5,4.2995284413769035,79,1371
41.5212,-88.2037,74,4,0.23145100725009904,10,1372
41.52144,-88.20683,22,1,2.087116822220057,35,1373
41.52147,-88.20331,77,2,3.6313145882406843,60,1374
41.5215,-88.1819,61,2,0.10651256145876324,8,1375
41.5215,-87.2518,35,1,0.3700895918676099,30,1376
41.5216,-88.1423,9,1,0.28721798789661457,19,1377
41.52167,-87.68103,76,2,1.1452549259867666,15,1378
41.5218,-88.1728,125,3,0.6135920881374736,42,1379
41.5218,-87.6556,117,4,0.5277910538585252,34,1380
41.5219,-88.1239,32,5,2.0871715658316514,124,1381
41.522,-88.2162,20,1,1.1625876205152135,23,1382
41.522,-87.7103,392,12,19.916841089131275,289,1383
41.52205,-88.15646,57,2,1.9093261372014678,33,1384
41.5221,-88.1505,57,2,2.385186275168311,36,1385
41.52212,-88.14904,9,1,1.3625149784603954,27,1386
41.5222,-88.1505,24,1,1.7918846543044462,26,1387
41.5222,-88.0822,11,1,0.7546055489833022,12,1388
41.52224,-87.50828,188,8,15.190008022592163,235,1389
41.5223,-88.1992,9,1,0.46904093463263347,30,1390
41.5223,-87.712,115,3,5.413053361820719,79,1391
41.52236,-88.13356,47,1,0.5815681754031907,13,1392
41.5224,-88.2046,64,2,3.249727996724184,58,1393
41.5224,-87.5068,156,6,6.121175243101109,135,1394
41.52242,-87.50674,63,2,1.9013944608524294,28,1395
41.5226,-88.1564,37,2,2.4366839659067656,34,1396
41.5226,-88.15055,18,1,1.4121707990328372,15,1397
41.52267,-88.15727,56,1,1.773302304188378,27,1398
41.5227,-88.1573,136,4,4.08513841656886,75,1399
41.52286,-87.7113,33,3,3.275252108567324,41,1400
41.5229,-88.1135,58,1,0.015506030921210742,1,1401
41.5229,-87.7113,711,61,53.62329833754135,727,1402
41.5229,-87.472,29,1,0.0014017211753854604,1,1403
41.52317,-88.1056,25,1,0.03164763129051658,2,1404
41.52338,-87.65296,0,1,0.014149605878350895,1,1405
41.5235,-87.8518,34,2,3.5064259034863667,55,1406
41.5237,-88.118,83,2,0.7399321903954339,44,1407
41.5238,-88.1338,44,1,1.639379370510587,21,1408
41.524,-87.7033,35,1,1.559474663220019,24,1409
41.5242,-87.7021,55,2,0.671466374286602,43,1410
41.5243,-87.6541,83,2,2.084082369593405,38,1411
41.52468,-87.71242,15,1,1.9224294024184776,26,1412
41.5247,-88.134,69,2,3.7918038330622688,63,1413
41.52488,-88.13319,20,1,0.3895671229799057,16,1414
41.52501,-88.13191,41,1,1.3130541900928558,16,1415
41.5251,-88.1396,13,1,0.4729791745206925,26,1416
41.52526,-88.13192,47,1,1.8504360529260724,32,1417
41.5253,-88.1315,41,1,1.0212817407795514,15,1418
41.5254,-88.1328,86,3,4.642390333857086,82,1419
41.5254,-87.4825,43,1,0.1544628532240946,4,1420
41.5254,-87.4705,7,1,0.1077452633510674,4,1421
41.52546,-88.14284,49,2,2.956953143998087,53,1422
41.5255,-88.1428,116,4,7.231914904355922,128,1423
41.5256,-87.8912,70,2,2.9580065379143514,56,1424
41.52567,-87.70285,40,1,1.9649614355198555,32,1425
41.5257,-88.1312,34,1,0.09004508777031599,5,1426
41.5257,-87.7029,112,5,9.175935420139103,146,1427
41.52572,-88.13122,57,2,3.604391084737546,60,1428
41.5262,-88.1314,152,7,9.253776823884365,146,1429
41.5264,-88.1323,84,3,4.589941747879397,73,1430
41.5265,-88.1241,19,1,0.28056353306727677,18,1431
41.5265,-88.1236,76,3,0.4986541224851426,13,1432
41.5267,-88.1243,24,1,2.053205872604757,35,1433
41.5267,-87.7005,50,3,1.6117088690733408,20,1434
41.52686,-87.65352,19,1,1.5737946472654272,18,1435
41.52688,-87.697,0,1,1.8076073948654119,29,1436
41.5269,-88.1326,172,5,3.832524085571383,69,1437
41.527,-88.1358,632,25,40.815281012676586,681,1438
41.52701,-88.13582,38,2,3.8790192714337097,61,1439
41.52716,-87.71399,67,2,3.792126794487177,59,1440
41.5272,-87.714,287,10,16.583691075717148,285,1441
41.5273,-88.1324,24,1,0.29254287181880406,18,1442
41.5273,-87.8913,42,1,0.24538571533399622,15,1443
41.5273,-87.6956,23,1,0.5537739508153885,29,1444
41.5273,-87.6515,38,1,1.7864066694543201,28,1445
41.5273,-87.3363,36,1,0.3271316457029694,24,1446
41.52732,-87.69494,13,1,1.735985667785999,27,1447
41.5274,-87.7015,52,1,1.7203540371601707,30,1448
41.5275,-87.6577,58,2,1.9826194856973578,46,1449
41.5276,-88.1362,895,51,35.36451816756696,527,1450
41.5276,-88.13616,25,1,0.6295446742166262,9,1451
