BLOCKID10,POP10
170318299014009,20
170318296002017,48
170318292003040,60
170318292002003,34
170318289003050,0
170318300032017,29
170318023001047,51
170318253022020,18
170318253021043,58
170318240052035,20
170318255041025,59
170318255041015,54
170318297002080,10
170318297002042,17
170318297002022,49
170318285034003,88
170318285043002,67
170318285031025,0
170318285043007,0
170318241171010,245
170318241174030,0
170318285055097,0
170318285055077,0
170318285041008,52
170318285064010,0
170318282021009,0
170318283002080,0
170318285054000,122
170318285054004,0
170318278052001,37
170318278052012,0
170318282023022,52
170318275001040,0
170318276001010,4
170318276002013,121
170318276002014,134
170318293012004,135
170318299023017,36
170318299023040,37
170318299014064,0
170318299023038,112
170318299014088,35
170318300032023,71
170318299023016,52
170318295002003,0
170318295002012,0
170318292001003,87
170318292002006,23
170318292002013,0
170318289001067,0
170318289003002,96
170318289003041,0
170318288021019,42
170318288022007,91
170318287014005,0
170318288021008,0
170318287023007,0
170318287013026,9
170318284013006,44
170318284014013,13
170318255035012,22
170318255053007,69
170318283001000,0
170318283002057,0
170318283002059,50
170318283001040,45
170318283002022,0
170318278051014,0
170318255031000,98
170318284021012,30
170318256002039,21
170318247022008,48
170318246024005,79
170318241074011,72
170318241074014,80
170318241062016,9
170318241072002,94
170318241072010,63
170318241081017,89
170318241081026,59
170318241201006,30
170318241201008,25
170318241201022,15
170318241201028,37
170318241201017,33
170318241201033,42
170318241203008,96
170318241203033,41
170318241203034,32
170318285053009,139
170318285055028,114
170318285052014,141
170318291002024,0
170318298004003,71
170318298004001,67
170318293012003,25
170318292003008,11
170318299023044,0
170318299014003,0
170318299014060,0
170318023001001,85
170318299011014,40
170318296002040,0
170318295002011,0
170318252002022,0
170318255013025,127
170318252002001,0
170318252002008,0
170318253022021,0
170318254002005,72
170318253042024,0
170318253041006,54
170318241172019,117
170318246022026,76
170318250001028,46
170318246021007,137
170318246021006,40
170318245053004,112
170318245053014,66
170318245053021,56
170318245063019,69
170318241232007,107
170318245063047,0
170318245071014,105
170318245071016,21
170318241083045,43
170318241222010,41
170318241212027,103
170318248003059,35
170318243002041,0
170318247013010,1
170318244001023,33
170318243002002,504
170318244001046,50
170318247012003,80
170318246011003,32
170318246011013,37
170318246013000,101
170318245033033,27
170318241061042,12
170318241061003,38
170318245064004,7
170318245064003,291
170318245064029,8
170318245064028,86
170318241072003,195
170318241061027,0
170318293012028,65
170318298005020,24
170318023001002,76
170318302021010,60
170318293012030,90
170318298005011,124
170318299023003,37
170318299014002,47
170318255051014,0
170318299014037,6
170318299014068,0
170318299014053,0
170318255041023,145
170318285043020,27
170318285034004,90
170318297003020,38
170318288021020,86
170318287013007,6
170318287022069,0
170318287022010,24
170318287013013,50
170318241235006,110
170318241234007,265
170318285041041,8
170318285041000,67
170318285031062,0
170318285031059,0
170318285066001,0
170318285061023,73
170318285061041,81
170318285061036,53
170318285064061,0
170318285063005,48
170318304003026,22
170318302022013,49
170318302011003,0
170318302011013,35
170318302022015,42
170318304003031,39
170318304002003,84
170318304003015,74
170318304003030,44
170318302022018,95
170318302022011,86
170318304003010,66
170318304003009,80
170318303002019,72
170318302021049,116
170318302022008,104
170318300071025,69
170318299013002,47
170318297003056,3
170318289003017,48
170318289001040,80
170318289001044,0
170318289001056,0
170318298003002,13
170318298005004,80
170318286013007,31
170318286013000,148
170318286012015,24
170318286022013,99
170318286022011,70
170318286022010,128
170318286022020,67
170318284013004,82
170318284013003,54
170318255033021,0
170318255035008,33
170318284012009,0
170318286022014,65
170318255035002,67
170318256004044,0
170318256004037,21
170318252001005,80
170318250001005,0
170318250001017,0
170318252001001,108
170318245072052,41
170318282011009,0
170318282021005,64
170318282021016,65
170318282021030,52
170318282021018,76
170318283002012,0
170318283001006,50
170318277001052,12
170318284021025,13
170318256002032,180
170318256002033,0
170318300073008,449
170318302022001,101
170318302021028,14
170318302012005,95
170318300071000,0
170318300072018,31
170318303003014,36
170318303003012,125
170318303003008,118
170318300071016,40
170318300071006,60
170318300073005,87
170318300073004,143
170318302012003,70
170318300043023,50
170318298005010,46
170318299023002,2
170318299023004,0
170318255051019,0
170318255051015,0
170318299014039,108
170318299023007,37
170318299011026,70
170318253042009,50
170318253042007,71
170318253041010,81
170318241172034,715
170318255012022,445
170318297002053,4
170318297002017,3
170318287022030,10
170318297001002,182
170318297001001,63
170318285044001,75
170318240053019,60
170318285033005,89
170318285044002,90
170318285031037,41
170318285031039,43
170318256002015,41
170318248004043,0
170318248004048,0
170318248004012,0
170318248004040,0
170318247011012,5
170318246023010,73
170318246022022,1
170318246021012,47
170318245063040,149
170318245063011,0
170318303002000,271
170318303004009,155
170318300081002,0
170318300071019,27
170318300071024,106
170318302012013,18
170318302012002,0
170318300083004,108
170318300081033,5
170318300081037,171
170318300081036,72
170318300081038,138
170318300081031,108
170318303003002,0
170318294021018,0
170318303004006,52
170318291001035,34
170318296001017,0
170318297003095,10
170318289001066,55
170318289001064,24
170318290001005,0
170318287014042,0
170318287014030,0
170318289002003,0
170318290002024,21
170318291001020,38
170318298003015,0
170318285043018,101
170318288021005,2
170318287012010,82
170318287023005,0
170318284014039,59
170318284013000,33
170318284011020,16
170318284012015,126
170318284012011,64
170318256003029,38
170318256003028,30
170318255031025,0
170318255013024,48
170318241231005,96
170318241083044,46
170318241082018,45
170318241232014,42
170318241232016,38
170318241082003,278
170318241171006,30
170318241201031,0
170318285061027,113
170318285055063,0
170318285054008,53
170318303004003,0
170318300081017,48
170318300081018,79
170318294021008,56
170318300082018,0
170318300083011,154
170318044033072,0
170318302021021,398
170318300061001,64
170318300061029,0
170318299023059,79
170318299023006,38
170318255051036,72
170318255051006,0
170318043112047,614
170318253021040,35
170318060022012,8
170318061042061,0
170318254003023,48
170318254003024,47
170318018002003,150
170318018002021,33
170318299014029,263
170318254003014,45
170318299014045,85
170318291001031,29
170318256003023,36
170318247023029,55
170318256004005,0
170318250002009,0
170318245072032,44
170318241233021,68
170318255012023,0
170318285061016,129
170318285054017,29
170318282022000,139
170318282024001,109
170318282022005,66
170318282022009,77
170318282024007,150
170318285055020,12
170318275001043,26
170318278051015,109
170318278051016,91
170318275001030,0
170318295003016,42
170318300082033,1
170318302021000,0
170318300061008,113
170318294011012,60
170318294011021,59
170318291002074,54
170318294011024,63
170318045053016,59
170318289001028,18
170318288015001,61
170318288015007,86
170318290001025,0
170318290002005,39
170318298002017,32
170318288012001,94
170318298001031,0
170318299022028,91
170318255051033,40
170318297002054,0
170318297001004,108
170318285031038,0
170318297002015,0
170318297001008,106
170318283002076,126
170318287011000,111
170318287013036,105
170318286022006,48
170318287021015,45
170318283002061,0
170318283002073,0
170318284014003,0
170318284014004,53
170318256002030,0
170318256001002,5
170318249001061,0
170318248004020,88
170318247013019,36
170318246022016,24
170318300011006,29
170318301002005,74
170318300042027,0
170318300061022,0
170318300041010,39
170318300043036,0
170318296003006,31
170318295001050,49
170318295001024,0
170318255051007,0
170318255011029,35
170318255011013,0
170318254001036,0
170318300033001,3
170318254003018,539
170318299022013,29
170318299022024,59
170318299022029,0
170318043112032,44
170318043112033,59
170318241231011,0
170318284012026,46
170318255031033,16
170318256001026,0
170318256001027,0
170318256004033,105
170318256004032,67
170318247023032,36
170318247023019,48
170318247023018,62
170318245051006,341
170318245052021,166
170318245065018,160
170318245065022,101
170318245063038,73
170318245065010,3
170318241082021,81
170318285061033,88
170318285063002,103
170318300011034,22
170318300011035,41
170318300062014,20
170318301001012,42
170318300042028,4
170318300043088,0
170318300043081,2
170318300043028,0
170318296003025,32
170318295001025,26
170318297003114,0
170318297003089,51
170318289001009,0
170318288013005,132
170318289001001,0
170318287014053,2
170318289001007,0
170318290001037,0
170318287022051,0
170318291001016,0
170318298001026,40
170318288011014,84
170318241233020,90
170318241233019,0
170318241173019,39
170318255032011,51
170318285044009,78
170318240051071,0
170318285064024,2
170318285064059,0
170318285064040,0
170318285064041,2
170318241142004,21
170318241141000,31
170318241142002,38
170318241161028,15
170318241161051,71
170318241141038,25
170318263031006,150
170318263011011,43
170318263032000,43
170318263042013,27
170318263043025,172
170318263042009,116
170318262012008,159
170318258031040,26
170318260003047,54
170318261005007,40
170318259003040,9
170318258023032,47
170318258023030,51
170318258023018,51
170318258023017,61
170318259001015,21
170318258023006,4
170318266002017,30
170318267001007,0
170318234003001,0
170318234004057,0
170318213002045,47
170318212002046,0
170318215001090,0
170318240053007,26
170318240053048,0
170318240053021,41
170318240031042,49
170315401014011,0
170318260001007,0
170318257001020,22
170318272003034,4
170318275003021,34
170318274002047,15
170318274004022,40
170318268002066,33
170318269011085,14
170318268001025,24
170318243002013,0
170318243003082,11
170318243001038,90
170318244001009,0
170318261004026,33
170318261003013,31
170318258032021,34
170318279024016,25
170318262021054,52
170318279024019,24
170318279022005,36
170318279022006,30
170318280002019,26
170318279024027,92
170318281003003,31
170318265001057,0
170318270001012,24
170318271001018,0
170318271001025,0
170318271001031,55
170318271002038,0
170318274001002,57
170318233035016,0
170318233021000,290
170318232002003,93
170318232001016,145
170318232002004,0
170318232002018,5
170318233023008,88
170318238061036,25
170318238061005,40
170318239012049,224
170318240041065,0
170318240041056,0
170318240041087,159
170318240041083,58
170318235003024,69
170318234002019,64
170318214014020,17
170318212001051,3
170318214014029,32
170318214022019,69
170318214013018,18
170318212001034,0
170318212004005,0
170318212002027,46
170315305033056,0
170318233045013,43
170317403001009,0
170318228022012,73
170318228011026,0
170317403001018,47
170318285052009,37
170318281002031,21
170318281002033,38
170318281002034,0
170318281004032,43
170318281004013,15
170318281004003,54
170318245033023,0
170318245034042,34
170318239044007,112
170318245034005,56
170318236052005,0
170318245034002,10
170318245034011,11
170318236043022,62
170318241152021,166
170318268004101,2
170318236031048,2
170318236031077,0
170318268003026,40
170318233022033,32
170318233022034,49
170318236023003,81
170318236024009,54
170318236051025,62
170318239031025,0
170318240041107,18
170318240041116,0
170318240061044,0
170318264012017,0
170318264012020,9
170318264012037,56
170318266001014,40
170318266005012,38
170318264024004,43
170318264021011,36
170318257003045,0
170318261001009,10
170318258023013,48
170318266002006,113
170318226022019,77
170318226022003,85
170318230014002,111
170318230021000,26
170318231014010,116
170318231022005,44
170317404004001,37
170317504003009,14
170318237032024,0
170318238031010,127
170318238031017,72
170318241141059,86
170318241191026,162
170318241192002,36
170318281002007,169
170318278013006,42
170318278014027,30
170318278021005,44
170318262014026,0
170318262011035,112
170318239034014,25
170318241052001,17
170318241051002,50
170318241051001,130
170318238011058,45
170318238011042,41
170318238011040,37
170318241133039,33
170318241132020,47
170318241132002,0
170318263031004,36
170318267004009,27
170318267004007,0
170318213002046,41
170318213002047,0
170318232002047,57
170318232001032,59
170318232002048,49
170318232002049,59
170318232002010,0
170318238033023,0
170318238033017,0
170318206061039,0
170318206061036,13
170318238013005,0
170318237023015,72
170318237023001,37
170318206061035,48
170318240042009,0
170318240042072,77
170318240052036,3
170318240052034,18
170318280004017,38
170318280004043,17
170318281003024,19
170318272004023,25
170318263013020,16
170318272001041,12
170318272003017,30
170318273001028,0
170318273002022,33
170318268001032,37
170318244001002,106
170318243003081,4
170318248001005,0
170318236032013,0
170318263041017,74
170318263043021,37
170318258034012,75
170318258034010,31
170318263043001,62
170318258033020,16
170318262023016,29
170318279022001,120
170318281003027,24
170318281001029,21
170318281001047,19
170318233046012,86
170318238051007,0
170318239012013,0
170318239012025,17
170318239012065,35
170318239011027,8
170318238013103,0
170318240041096,48
170318238013087,0
170318214013006,45
170318214014000,40
170318214021037,79
170318212004000,0
170318212003019,7
170318212003043,0
170318235003002,145
170318228021018,67
170318233044006,35
170318226021013,121
170318230022008,57
170318278022011,68
170318245031008,13
170318236023023,0
170318236024019,0
170318241052035,20
170318241053012,260
170318241151003,0
170318241151002,79
170318266003037,0
170318266003033,20
170318271001041,27
170318268002059,0
170318269011021,2
170318269011103,19
170318236031020,23
170318236031003,0
170318233023021,0
170318233022027,0
170318236052026,104
170318236052028,72
170318236051020,3
170318240061026,28
170318240061046,56
170318258013025,342
170318258011005,15
170318260002027,33
170318260002019,44
170318257002052,55
170318267001025,121
170318237024012,38
170318237042010,510
170318206061025,20
170318206061024,18
170318240042063,1
170318202014041,0
170318240052033,51
170318240032020,0
170315502002110,0
170315502002117,0
170318241152001,68
170318241162000,88
170318241142015,39
170318241141049,305
170318241131012,259
170318241191035,16
170318278022019,13
170318278013008,77
170318263013000,36
170318263013012,93
170318239042010,21
170318239032004,49
170318239032010,6
170318239034003,31
170318238011049,0
170318241133005,72
170318238011024,42
170318241133017,70
170318215001059,0
170318234004064,23
170318234002011,0
170318234004025,25
170318212002041,2
170318213002026,232
170318215001012,0
170318268004006,0
170318233035009,123
170318240031023,85
170318240031040,39
170315502002084,0
170315401013010,369
170315401011003,93
170315401023008,26
170315401021053,712
170315306001032,0
170315305021045,0
170318257002017,2
170318257003021,38
170318260001020,12
170315502002113,0
170318235003008,77
170318235002006,47
170318235001024,47
170318214011013,20
170318212001016,0
170318278021008,133
170318263034016,80
170318278021013,134
170318279025028,30
170318281003009,39
170318280003005,0
170318265001048,22
170318265001046,17
170318272001044,37
170318272001009,0
170318272001018,77
170318272002043,6
170318273001002,0
170318273003038,56
170318273002028,38
170318273001007,5
170318274001032,6
170318281001000,91
170318263011014,22
170318264025011,48
170318265001006,0
170318263041011,66
170318263043023,0
170318258031002,2
170318262023009,51
170318258033005,0
170318231021005,147
170318234004008,72
170318233023028,167
170318233023029,70
170318233046006,66
170318233046020,43
170318238061007,2
170318238062013,15
170318238062006,26
170318231015012,12
170318240041046,0
170318240041059,0
170317404001021,34
170317504001012,48
170317504001011,24
170317504002027,10
170318237032008,0
170318237032017,80
170318238033012,0
170318238033013,0
170318238033002,23
170318206062038,0
170318206061006,24
170318206061007,27
170318206061028,27
170318237023011,50
170318237023002,73
170318269022026,0
170318268001019,0
170318269011081,25
170318269021024,24
170318243003042,13
170318236031060,16
170318236031035,0
170318236031034,0
170318236021006,0
170318245031001,257
170318236043008,87
170318239043001,58
170318266003017,47
170318266004025,1
170318270001041,0
170318271001023,39
170318268002042,30
170318268004096,10
170318234004101,0
170318213004029,71
170318268003000,234
170318268004034,175
170318268004042,0
170318268002037,98
170318234004054,0
170318264012024,0
170318215001072,41
170318264021007,32
170318258011006,66
170318257003027,48
170318260002016,33
170318215001088,0
170318267001016,39
170318267001013,47
170318235004028,25
170318212002042,2
170318213002015,49
170318213002014,32
170318212002013,0
170318213002022,0
170318241081014,2
170318241063013,0
170318241164002,377
170318241202047,0
170318241204000,22
170318241201030,25
170318241203026,31
170318239043011,57
170318239043003,43
170318245034014,40
170318239044006,184
170318245034016,83
170318241052043,73
170318241052047,56
170318241051028,71
170318241141024,69
170318241133021,63
170318241131018,2
170318236053002,0
170318236053009,32
170318236052029,61
170318236041027,34
170318236041010,33
170318236041007,15
170318239031030,41
170318239031056,0
170318239031017,78
170318239031014,0
170318239031036,29
170318239041011,23
170318239032000,7
170318241133028,77
170318238011019,104
170318238011038,0
170318238011081,0
170318215001013,0
170318215001003,0
170318215001037,0
170318233033006,25
170318233033001,414
170318233035004,0
170318233034004,30
170318233031009,97
170317404003014,70
170318232001001,0
170318226022014,76
170318231021017,69
170318238064009,64
170318238062000,82
170318238053000,405
170318238061031,18
170318238063011,31
170318231014003,16
170318278041013,53
170318278043001,29
170318278011007,45
170318278011003,0
170318279011023,78
170318280003017,250
170318282012012,19
170318280004037,52
170318282012016,21
170318285051004,83
170318275003040,16
170318275003003,0
170318276002002,29
170318281002011,0
170318263011006,82
170318263012015,53
170318278021014,159
170318263034019,0
170318263034010,83
170318262025002,0
170318261003042,15
170318262025006,71
170318262025020,37
170318262025010,93
170318279024005,31
170318279024007,19
170318280003010,28
170318280004020,22
170318281002020,22
170318265004027,50
170318272001039,15
170318265001007,18
170318263041003,0
170318258021021,36
170318280002010,56
170318280001005,44
170318280001006,8
170318266003009,34
170318267003017,42
170318266004013,32
170318240043034,93
170318240053045,0
170318240033005,71
170318240062007,0
170318264012004,0
170315401011027,0
170315401011007,7
170318264012014,0
170318264011041,27
170318215001069,39
170318260001031,0
170318260003008,0
170318274003005,57
170318274004018,0
170318248003027,71
170318268001055,0
170318248001032,43
170318248001046,9
170318254002033,15
170318247012006,65
170318243001041,135
170318247012007,62
170318254001044,2
170318245035018,121
170318245035024,25
170318272002029,20
170318271001029,21
170318274001016,0
170318269022027,46
170318268002030,0
170318243003031,10
170318236032049,34
170318236031057,0
170318243003004,14
170318243001003,0
170318268002009,151
170318269011106,0
170318271003007,0
170318213004048,64
170318268004029,0
170318268004064,0
170318233022003,140
170318233022020,0
170318233021016,68
170318232002038,68
170318232002041,176
170318232002028,0
170318232002021,0
170318236052006,43
170318236024025,64
170318235004010,35
170318214023030,83
170318233032008,43
170318233034002,15
170318230023007,8
170318230024030,47
170318245033048,42
170318246013005,21
170318241061019,94
170318245034029,53
170318245034026,1
170318241062005,45
170318241163000,0
170318241163003,91
170318241204014,41
170318241204026,56
170318236043009,80
170318239042034,32
170318239033011,24
170318239044019,27
170318241161033,18
170318241161016,0
170318241141009,48
170318241141028,53
170318236051011,23
170318236051016,14
170318236041005,19
170318239041015,32
170318239031003,121
170318239011012,9
170318239011056,4
170318239011052,23
170318238012012,62
170318238013132,69
170318238011027,92
170318240061000,0
170318240061005,0
170318230021021,55
170318231022015,41
170318231022023,53
170318231022011,99
170318233042006,0
170318233042003,231
170318238031000,115
170318238013139,0
170318240043012,0
170318278041010,104
170318278013011,64
170318262014005,0
170318279012042,30
170318278022027,75
170318279025033,1
170318281005006,13
170318272004026,0
170318278014011,8
170318272003045,0
170318272004005,0
170318275003004,7
170318241131006,118
170318281002002,2
170318263012002,43
170318263012012,41
170318263011023,31
170318265003023,0
170318263034005,30
170318262012012,0
170318262012007,45
170318261003003,0
170318261003011,154
170318265002014,17
170318266001006,50
170318266001020,0
170318266002011,38
170318264023031,57
170318258035002,154
170318258021028,0
170318258012016,0
170318258021002,57
170318259003043,50
170318261001020,56
170318258023052,42
170318259001008,13
170318266002008,25
170318267002000,0
170318267004022,17
170318270002021,35
170318270003023,65
170318240033007,64
170315401012016,0
170318234002015,50
170318234002004,63
170318214014007,90
170318285052018,0
170318275002032,45
170318275002046,0
170318275002041,40
170318274004003,24
170318243002029,80
170318243003054,69
170318243002007,38
170318243002009,52
170318243001011,0
170318248001006,0
170318244001038,201
170318246011005,61
170318246011011,55
170318246012033,0
170318262024009,25
170318265004004,200
170318265004003,115
170318265004016,0
170318272001034,13
170318272001030,5
170318273002001,35
170318269011006,0
170318269022032,22
170318243003013,8
170318236031033,38
170318213003008,234
170318268004031,0
170318268004083,8
170318268004079,0
170318233021009,228
170318239012000,0
170318214022007,83
170318212002030,8
170318215001018,0
170318228023001,0
170318228023002,83
170318228012007,156
170318228012008,37
170318228011024,10
170318226022024,67
170318231021010,38
170318231021029,85
170318231021028,72
170318231022003,25
170318231022013,55
170318231022009,80
170318245032004,251
170318045074022,0
170318246012037,24
170318245034038,38
170318239044024,0
170318239044013,22
170318245034045,0
170318241063024,49
170318241063009,118
170318241142023,147
170318236021024,96
170318236023002,105
170318236023012,232
170318236043004,66
170318236024002,14
170318236041033,24
170318236041034,3
170318239042017,4
170318239042020,22
170318239042023,30
170318239033014,58
170318239032028,0
170318241053003,50
170318241052011,47
170318241051013,50
170318239011084,4
170318239011063,0
170318238013123,46
170318238013127,3
170318238012004,70
170318238013133,0
170318238011016,3
170318240061006,20
170318240061066,38
170318265002003,34
170318233042007,75
170318233043007,28
170318238034000,35
170318238034003,62
170318238034005,99
170318238031007,142
170318238031003,97
170318238053009,89
170318231015001,77
170318231013001,35
170318231013003,27
170318238033038,46
170318238013048,0
170318238013040,0
170318241202044,109
170318241192036,30
170318241192026,147
170318241192025,62
170318278022022,125
170318278014037,0
170318278013014,61
170318278013015,34
170318262014023,0
170318279025011,0
170318278022034,46
170318225003030,68
170318223022013,69
170317502004000,57
170317205002030,55
170317204002000,180
170318218002017,88
170318223023033,36
170318224002009,145
170318224001010,57
170318210014009,25
170318210014007,0
170318205023003,251
170318216001011,78
170317004014016,14
170318218004004,0
170318218003006,48
170318218005015,104
170316504003008,70
170316504003007,74
170316505001015,18
170316505002024,54
170317004011050,0
170316407002006,93
170316408002014,72
170316405002013,35
170316715002013,74
170316607001013,0
170316719001033,39
170316720001006,35
170316720001015,32
170316720002003,80
170316720002006,47
170316720003000,22
170316604003006,88
170316603011020,46
170316501004014,40
170316203002017,77
170316203005006,71
170316203004008,89
170316203004004,39
170315604001003,0
170315603001027,53
170315705002007,95
170315705001006,0
170315705002005,90
170318227021008,28
170318227022012,66
170318228021011,45
170317403002015,37
170318226021016,62
170318226011015,36
170318226012004,111
170317505001010,85
170317204002026,3
170318212004016,54
170318224002003,101
170318206032001,280
170318206032006,46
170318205013009,33
170318205013006,77
170318205013000,60
170318205012015,44
170318205011040,0
170318202012040,188
170318204003047,98
170318205011021,31
170318205012001,144
170318205021037,57
170317005013023,45
170317001002008,5
170317005015005,39
170317004011027,28
170318218004012,58
170318218004026,18
170317001001012,90
170316407004004,43
170316406001012,94
170316406002026,56
170315611006011,0
170315609003016,31
170315609005002,0
170318203001032,18
170317203003012,67
170317105002000,23
170317111003020,8
170317112002008,22
170317114001008,37
170317202003024,9
170317304002001,28
170317304004012,74
170317202002015,13
170316715002003,0
170318212004041,23
170317402001014,55
170318227021003,37
170318237033005,79
170318237031019,0
170318229001031,0
170318237033013,66
170318237054024,12
170318237021013,0
170318206062007,0
170318206051017,0
170318206053000,1136
170315502001025,0
170315501006009,0
170315501006011,50
170315501001030,32
170315501001019,0
170315205003018,41
170315205003022,0
170315205002018,53
170315205002010,43
170315204001006,38
170316408002002,74
170316406003017,49
170316405002016,59
170318204001023,58
170317201002015,19
170317005012022,0
170317005013014,31
170318216003018,27
170318218002010,25
170317001001037,39
170316611002008,202
170316504005022,82
170316603023009,153
170316203004007,122
170315602003001,58
170318208002006,39
170315705002003,115
170318208001017,70
170318208003056,0
170318208003059,0
170315608003010,1
170318202014044,0
170318202013039,136
170318202014007,152
170318240051055,12
170318240051054,13
170318388002194,0
170315301002030,24
170315306001004,23
170315306002000,15
170315306002002,24
170315305021009,50
170315501002025,0
170315204001001,88
170315201001075,0
170318225003010,34
170318222002019,32
170318225001008,1
170318225003015,0
170318222002012,34
170316505001001,20
170316407001008,34
170316406002027,91
170316408001018,66
170316404002056,0
170316405002001,62
170316404002042,0
170318204002034,8
170318204001014,0
170317201002003,22
170317201002005,24
170317201002023,54
170315609003009,57
170318202021135,0
170318208003071,0
170318208003069,0
170317203003001,74
170317203003013,66
170317206001009,16
170317112001017,94
170317105001008,140
170317111002023,0
170317202003029,84
170317302015019,19
170317302015013,32
170317304002010,57
170316607002002,90
170316714002011,24
170316814002010,15
170318388002228,0
170315501003010,83
170315304002002,0
170315304002000,0
170317506004007,0
170315305032028,30
170315305032055,44
170317506004009,0
170317403002011,31
170318226021000,19
170318226013008,55
170318223011012,65
170318223011023,80
170318222002006,37
170318223011014,40
170318222003003,69
170318221012005,38
170318222002001,24
170318211013017,19
170318222001000,135
170318211011016,54
170318221013012,13
170318221012003,64
170318211012010,38
170317005012024,39
170317001002034,41
170317004011032,54
170317001002050,4
170317001002025,0
170316611002011,47
170316611004012,85
170316611005004,74
170316503014015,80
170316503012001,82
170319801001009,0
170318352001060,0
170316604002007,77
170316603023003,93
170318208003045,0
170315609003001,16
170317206001013,31
170317106002009,0
170317203003032,82
170317302012024,0
170317302012025,0
170317304004004,42
170317306002023,0
170317302012009,0
170316607001015,77
170316714002016,62
170316714001003,0
170316607001001,1
170316814002012,50
170317106002002,36
170317102003001,0
170315501003030,18
170318223024025,10
170317403002002,40
170317403002003,186
170317505002005,92
170317505002003,0
170317505001002,175
170317503002014,89
170317205001001,39
170317205002040,0
170317401002003,38
170318230015006,0
170318229001002,54
170318210014028,0
170318205024002,89
170318205015011,41
170318205015018,21
170318205015029,55
170318223013008,56
170318223021000,28
170318221011016,54
170318211013020,101
170318211011012,60
170318211011015,52
170318211011003,126
170318211011009,119
170318221013029,26
170318221011009,66
170318221011015,52
170318211024005,174
170318211021010,126
