BLOCKID10,POP10
170318400001009,43
170318401002014,160
170316004002002,0
170316006001009,13
170316006002001,45
170316006002010,16
170316007002036,22
170316007002040,68
170318231022000,6
170315305032022,39
170315305032040,53
170315305032037,40
170315305032024,44
170315305033020,54
170315305013010,41
170315304001019,0
170315304002032,50
170315304001028,53
170315304001024,41
170318214012002,6
170318214012006,33
170318214021028,36
170318214021027,24
170318214021009,24
170318214021035,41
170318214013019,28
170318214013007,31
170318214022021,48
170315305031047,46
170315305031051,16
170315305031010,13
170315305031013,7
170315305031039,23
170315305031034,32
170315305033044,52
170315303001010,20
170315303001020,50
170315305011041,26
170315003002012,57
170315003001020,56
170314914001011,92
170318388002199,0
170315001004027,0
170315002001015,9
170314908001018,37
170314908001005,43
170314905002020,62
170314908003007,0
170314907001011,41
170314406002017,99
170314403001010,42
170318424002030,59
170318424001002,0
170316911001026,6
170316911001023,0
170316911001024,0
170316904003005,0
170316903001001,0
170316911004007,71
170316911001030,52
170316912002017,0
170316912002023,1
170316912002012,0
170317101001014,18
170318424003013,1
170318424003016,18
170317108002008,84
170317302022018,37
170317302022020,12
170317302023022,32
170317302022012,60
170317302015020,0
170317302012022,47
170317302023020,14
170317302023016,26
170317302023017,23
170317304002000,3
170317302011002,81
170317301002012,32
170317301002022,0
170317301001018,30
170317301002014,33
170317304001019,40
170317305004019,40
170317305001009,25
170317305001003,26
170314906001016,43
170317305001024,21
170314907002000,51
170317305002034,25
170317305003000,44
170317305003002,41
170317305003015,32
170314908005006,0
170314908005017,46
170314908005019,2
170314907002019,0
170314907003035,28
170317305002041,14
170317305003021,29
170314910003007,14
170314910001009,41
170314910001015,38
170314909022036,0
170314910005005,107
170314910005003,66
170314911002011,12
170314908004007,35
170314909024005,0
170314909024022,24
170314909024015,53
170314909023001,44
170314909023013,55
170314908002014,52
170314908004012,43
170314908002007,51
170314908002009,49
170314909021003,17
170314909021026,18
170315001003019,1
170315001003020,10
170315001003010,27
170315001003011,32
170314803002017,0
170314803002010,36
170318388001011,51
170318388001003,24
170318388002048,36
170315103004046,46
170315103004008,31
170315102003002,32
170315102003005,32
170315103004025,13
170315102003012,33
170315101002061,3
170315101002032,54
170315101002049,0
170315101002012,18
170315101002039,22
170315101002033,52
170315101001041,44
170315101001042,46
170315101001036,55
170315101001019,10
170315101001012,121
170315103002027,45
170314804003017,28
170314804003024,37
170314804003026,39
170314804003034,14
170314804003038,36
170315101001010,7
170314805003046,14
170314610001013,153
170314610001020,7
170314610001055,9
170318339002015,26
170318339002013,40
170318339002009,86
170318339002007,43
170314610001009,87
170314610001032,0
170314610001038,30
170314805001007,40
170314804002004,36
170314801001009,40
170314503002024,11
170314503002020,44
170314503001036,53
170314503002011,42
170314605007016,26
170314605007003,5
170314605007024,38
170314605006007,60
170318343006011,57
170316915002007,35
170316909004011,108
170316909003002,68
170316909003000,100
170314304001007,75
170314303002001,13
170314304002008,73
170314304002002,99
170314301013004,124
170314301014003,176
170314301014001,189
170314301013000,142
170314301022005,110
170314305002006,137
170314304002000,12
170314201001010,0
170318436002007,15
170313812002019,31
170318360003024,21
170313812002013,0
170313812001003,33
170314004001010,101
170318420001009,253
170318396002005,161
170318396002002,291
170318396001001,0
170313514001009,57
170318396002020,68
170318359001017,0
170318359003016,0
170318358001002,4
170313807001000,50
170313815001005,22
170318358001007,147
170313818001006,118
170318361001007,96
170314005001005,1
170318361002001,14
170318345001008,46
170314004001017,83
170314005002000,110
170314005001015,111
170318346001015,29
170318347003014,27
170318347003032,9
170318348003005,11
170314008002003,46
170314207004007,87
170314207004006,38
170314204001015,0
170314206002011,90
170314206002015,95
170314207005002,1
170316904001015,34
170316904002007,45
170316904002004,98
170316910004000,55
170316904002018,51
170316910004011,73
170316910001005,63
170316910002004,32
170316910002002,54
170316909005000,72
170316914004002,9
170316913001024,90
170316913001001,66
170316914005007,48
170316914004012,54
170316914004009,50
170314403004008,27
170316913002004,80
170316914005015,32
170314403002003,84
170314402014004,96
170314403004017,38
170314402014015,90
170314402021016,35
170314402023009,48
170314402023017,31
170314403003014,31
170314406001005,29
170314406001020,16
170314406001030,11
170314409002006,62
170314409001006,64
170314409002005,28
170314409001011,43
170314408002002,82
170314408002003,19
170314408002005,62
170314408002010,95
170314904001010,36
170314904001020,51
170314409002019,7
170314905002011,53
170314701001011,22
170314701001010,27
170314701001006,52
170314701001014,36
170314701001027,16
170314407001015,39
170314802001012,65
170314701002032,24
170314804006019,52
170314804006017,43
170314804007016,49
170314804005015,30
170314804005023,22
170314804004008,16
170314804004004,0
170314804004003,38
170314804004002,26
170314804005000,26
170314804005002,44
170314805001022,0
170314801002030,46
170314801002039,27
170314801002004,0
170314802001002,20
170314802001007,38
170314802001003,1
170314802002000,1
170314802002004,29
170314802002002,0
170314802002012,30
170318343004015,0
170318343004012,44
170318343004018,30
170318343005009,46
170318343004009,51
170314503004019,0
170318343003020,0
170318343003017,36
170314503004015,44
170314503003012,92
170318343003006,22
170318343001028,14
170314402013006,60
170314401023007,13
170318343001004,42
170318343006031,31
170316914002008,55
170314401014002,130
170314401011005,135
170316915002031,17
170318343002027,12
170318342003020,1
170314312001019,48
170314312002007,50
170318342002001,0
170318342002003,0
170318342004027,0
170318342004007,26
170314304004003,43
170314304004016,160
170314304004015,0
170314304004006,41
170314308002015,79
170314308002010,34
170314605001001,65
170314313023014,12
170314313011007,70
170314314001007,38
170314313021000,0
170314308002003,55
170314308001000,126
170314308001002,79
170314308001004,84
170314605007030,66
170314605002000,38
170314605003001,10
170314605003000,63
170314604001014,50
170314604002002,84
170314604001006,122
170314604001012,36
170314603023012,43
170314603013011,20
170314604003005,58
170314603011008,95
170314604004013,55
170314606001009,51
170314603012017,18
170314603011000,5
170314603013003,54
170314607002008,93
170314602002027,43
170314601004002,81
170314603024015,0
170314603024000,30
170314601002016,33
170314601004004,107
170314601003000,106
170314601002004,54
170314313022002,64
170314313022003,27
170314313022005,42
170314206002003,116
170314206001007,13
170316103001020,93
170318397003003,207
170318397001011,9
170318397001002,38
170316009004005,94
170316009002008,79
170316009002015,55
170318402001057,3
170316806002026,30
170316806002022,31
170318209012014,44
170318238061017,32
170318231015003,1
170318228011033,86
170318228011005,0
170318227023006,89
170315803001006,119
170315805011011,67
170315805011016,53
170318397002000,87
170316813001008,62
170316814001008,40
170316814001011,85
170316814004001,68
170316814003008,46
170317102001004,2
170317102001006,43
170316813001015,35
170317504001044,62
170317504002003,15
170317504003014,15
170317504003015,17
170318233043006,69
170318266003000,17
170318265004020,23
170318265001036,28
170315201001039,86
170317401004000,65
170317401004009,22
170317401004028,35
170317404001003,12
170317404001016,21
170317401003007,39
170317401002006,36
170317205001018,43
170317401001012,41
170317401001006,9
170317401001007,10
170318219002013,32
170318219003011,17
170318219003012,33
170317205001011,9
170317204002012,33
170317204002002,18
170317205001002,17
170317205001003,41
170317205002048,32
170317503001001,33
170317206002030,13
170317503001020,41
170317503002004,43
170317504001004,0
170317503002016,0
170317504001033,2
170317504002001,10
170317504002004,2
170317504002026,36
170318212003004,35
170318212003003,27
170317505004016,53
170317505004019,58
170317505003012,124
170317505003055,0
170317505003049,46
170314909011023,92
170314914003008,33
170314909013016,0
170314914002006,14
170314914002007,0
170314913001009,12
170314913001004,58
170314913004007,41
170314910005024,68
170314910005021,19
170314911004027,33
170314911003020,33
170314911005021,0
170317307001015,0
170317307002030,51
170317307001009,71
170317501001012,5
170317307001000,0
170317306003028,37
170317306002005,56
170317304003002,29
170317304004018,81
170317304002011,57
170317302011007,26
170317115001015,31
170317115001012,27
170316814002008,21
170316811003012,47
170316811002011,39
170316811002015,6
170316811002016,13
170316718001010,44
170316718001006,37
170316719001001,45
170316719001003,0
170316719001025,38
170316719001015,22
170316719001012,43
170316720001010,68
170316720004004,51
170316720003004,48
170316720002009,59
170316610002020,9
170318202021079,0
170318238013042,0
170318238062011,128
170318424001019,0
170318424001023,8
170318424002021,41
170315205002037,30
170315205002021,29
170315205001016,41
170315204003015,48
170315204003009,38
170315203004028,71
170315206001022,38
170315203004031,46
170315203003010,117
170315206001010,45
170315203004012,7
170315203004003,11
170315203002012,6
170315203002014,47
170315203002022,48
170315203002009,59
170315204003013,55
170315204003000,85
170315203001011,65
170315203001009,91
170315202002017,70
170315202002015,109
170315201001073,44
170315202002010,145
170315401011020,14
170315205003003,0
170315206001057,33
170315206001030,19
170315206001028,29
170315205003027,49
170315501005002,43
170315501005005,41
170315501005008,49
170315501005013,0
170315801001011,65
170315801001034,0
170315802001027,51
170315802001008,47
170315802001007,74
170318398002000,32
170316009004004,80
170316914003010,45
170316909002009,65
170316909002007,24
170316914001005,57
170316505002012,53
170316503012014,55
170318346003011,4
170318358001010,75
170318358001016,151
170314401012005,163
170314407002004,44
170316701002006,45
170314401022010,62
170314401022009,65
170314408001001,8
170314407001009,21
170318339002004,29
170313801001023,17
170313801001017,74
170313801001027,0
170318360002005,54
170315802002011,56
170315805023000,130
170318428005002,154
170318356001015,0
170316110001010,0
170317005016018,54
170314602001009,74
170314503004007,33
170317109002029,30
170313812002003,22
170317104004003,57
170316709002005,46
170317302011004,49
170318342004033,25
170317305002037,38
170314909021013,28
170314909011003,38
170314909013002,62
170314909011012,39
170317304002006,228
170314911004010,31
170314910001008,17
170318215001053,30
170318352001050,0
170318202011057,0
170318342002006,22
170314305003007,3
170317402002005,93
170318402001047,129
170318045072052,0
170318036062006,0
170317702022002,0
170318046033001,0
170318046033085,0
170318046033082,0
170318042012148,0
170318045052013,0
170318043092012,0
170318043092011,0
170318051052003,20
170318036104012,17
170318045071069,2
170318051071006,764
170318051052002,45
170318051051012,345
170318031002000,39
170318041082015,247
170318030173023,3
170318042024038,0
170317703004009,283
170317705002021,0
170318051053001,769
170318051052011,0
170318051116002,0
170318051114011,0
170318051072001,0
170318048073003,0
170318039012036,0
170318037011009,0
170318036102000,106
170318042013019,0
170318042024027,0
170318042024036,0
170318030152015,145
170318035003016,0
170318034004002,0
170318061042039,0
170318024041001,17
170318041082026,144
170318046032002,0
170318041051039,0
170318051051010,0
170318061042019,0
170318061042013,0
170318044033061,0
170318043103020,40
170318042022069,12
170318026081013,0
170318016031000,12
170318049015008,5
170318049015001,0
170318032003019,4
170318042021013,127
170318048103000,407
170318044061023,69
170318048044067,0
170318048031054,0
170318046072021,0
170318045073034,0
170318047162001,0
170318047053002,0
170318047013039,0
170318047053001,0
170318048043006,0
170318042013057,0
170318061021006,12
170318030151021,0
170318030151020,0
170318032001001,0
170318039012014,0
170318048063002,0
170318048031013,0
170318050021006,11
170317704002007,81
170317702021003,0
170318042013020,0
170318061023009,0
170317704001034,60
170317704001033,0
170317702021010,108
170317702022024,0
170317702013021,0
170318046082003,0
170317702022046,0
170318047013038,0
170318030121027,1
170318048042019,0
170318034002016,49
170318047013033,0
170318046101007,1
170317702022082,0
170317705002020,0
170318045072017,0
170317702022053,0
170317703001008,0
170318043104025,0
170318043104065,0
170318041051061,0
170317703001007,0
170318388002002,0
170318030121012,135
170318027021030,0
170318027022001,0
170318016031048,0
170318026091002,0
170318016065025,0
170318061021026,74
170318061021025,87
170318016032002,0
170318075002032,30
170318238013067,0
170318202021062,0
170318202021061,0
170313301004047,40
170313301002013,253
170318264012036,31
170318264012038,0
170313301004026,0
170318382002034,0
170318048054010,156
170318043112081,0
170318047113006,484
170318047113015,314
170318009004018,27
170318036121006,0
170318245035027,114
170318245035028,126
170318236051021,52
170318263033004,129
170315501001026,36
170318263043013,119
170318263043011,0
170318236022008,0
170315502002043,0
170315501001078,0
170318241074008,34
170318245064013,6
170318240041099,0
170318279025008,0
170315401011018,0
170318299023056,0
170318241192001,198
170318297003028,0
170318283002043,0
170318284023009,0
170318250001041,45
170318241203017,25
170318241203022,19
170318241204034,20
170318241204035,19
170318241171013,0
170318241203044,17
170318241141006,0
170318245064021,7
170318240053033,0
170318250001012,0
170318240042013,0
170318240041137,0
170318238053007,478
170318272001021,60
170318258013022,0
170318258013007,0
170318243001010,8
170315401014003,0
170318248003025,33
170318282023021,54
170318257002035,0
170318290002037,9
170318300052041,0
170318300052046,0
170318285064012,6
170318241161042,0
170318289001073,0
170318294021000,0
170318287014031,0
170318287014046,0
170318250001004,0
170318245063036,0
170318245063006,0
170318299024051,0
170318299024048,0
170318299024034,0
170318299024002,81
170315501003024,34
170315501003023,13
170315501004000,26
170315501006036,86
170315502002019,18
170315502001032,36
170315502001034,30
170315502001027,43
170315502001031,21
170318258031009,26
170318264011027,31
170318264011006,18
170318275003014,23
170318275003005,35
170318275003012,0
170315502002020,27
170318264022018,38
170318269011116,9
170318269011102,23
170318272002037,0
170318271001035,10
170318247011018,1
170318260003034,27
170318271001042,49
170318263043002,33
170318263043004,28
170318249001055,24
170318277002042,16
170318248003073,27
170318257001035,28
170318257001024,31
170318293022036,28
170318293022032,35
170318293022001,0
170318264011042,18
170315502001004,21
170318257001028,0
170318292004023,40
170318293022024,34
170318275001007,48
170318238013078,0
170318239011030,0
170318238013098,0
170318285055007,0
170318285041006,0
170318285041036,54
170318268001046,27
170318269011012,6
170318269021029,23
170318269022010,11
170318269022047,20
170318271003012,21
170318268001024,21
170318268004097,7
170318270002033,28
170318270002040,30
170318270001035,40
170318270002013,29
170318270003025,2
170318270003005,19
170318268004084,0
170318268002053,65
170318248002011,52
170318268002063,30
170318248001020,37
170318248001013,29
170318248004007,0
170318247021022,39
170318275003034,3
170318275003036,0
170318261002010,37
170318261002005,36
170318273002027,25
170318274001024,18
170318272003021,36
170318272002045,14
170318260002033,61
170318279023013,27
170318258033033,30
170318258033028,31
170318271001020,18
170318258032026,37
170318271001008,35
170318258012000,70
170318269021021,11
170318274002011,48
170318269011113,22
170318243003009,4
170318261004007,41
170318261001023,56
170318261001021,106
170318261004015,33
170318261004018,20
170318261004004,0
170318275002057,34
170318275002054,38
170318275002084,38
170318286014006,69
170318274004001,2
170318275003043,23
170318274002022,23
170318274002019,25
170318279024026,18
170318279023018,9
170318279023008,26
170318279024018,18
170315501006019,44
170315502002026,25
170315502002024,18
170315502002023,3
170315502002010,17
170315501001071,37
170318257002028,32
170318257002011,42
170318264023016,11
170318264022004,15
170318264022006,23
170318263011007,21
170318265001011,53
170318265003012,23
170318278014036,0
170318265003048,45
170318241142012,33
170318291001071,60
170318291001044,25
170318296001006,27
170318291002016,0
170318257003028,47
170318257003010,38
170318272002049,19
170318272002007,12
170318272002011,11
170318271002008,11
170318271002018,44
170318272003007,8
170318275001037,9
170318275001012,21
170318275002058,0
170318286014002,9
170318284014024,0
170318284014005,0
170318284014016,0
170318284014028,6
170318277002026,35
170318277001069,24
170318277001084,17
170318277001034,19
170318277001032,13
170318277001066,6
170318277001028,0
170318277001062,11
170318277001049,36
170318275002096,14
170318275002006,3
170318275002064,24
170318277002018,35
170318275002019,22
170318273001011,14
170318271002022,21
170318271002021,8
170318271002044,78
170318273002000,42
170318273002005,16
170318273002008,12
170318273002006,20
170318273003001,50
170318271003031,10
170318271003026,14
170318269022039,29
170318269022012,8
170318274001013,0
170318269022043,66
170318269022046,60
170318269011092,24
170318269011126,5
170318269021009,9
170318269011129,16
170318248003054,11
170318269011060,13
170318269011057,0
170318269011051,14
170318269011083,17
170318248001065,41
170318289003008,72
170318289003019,68
170318289003020,36
170318289002015,65
170318289003024,42
170318290002013,2
170318292004019,65
170318291002054,0
170318291002088,18
170318292003022,28
170318292003019,75
170318289001039,8
170318289003045,3
170318292004002,30
170318292004032,56
170318258022018,55
170318258022019,46
170318261006006,36
170318282023000,206
170318285051016,21
170318281004026,5
170318281005004,25
170318281005003,7
170318281001030,10
170318280003029,19
170318280002028,7
170318280002024,16
170318280002026,19
170318280002018,38
170318281004016,31
170318281003018,9
170318280002033,5
170318280003033,9
170318281003017,2
170318280004035,27
170318280004033,42
170318282013004,42
170318282013009,47
170318280004023,35
170318280004009,35
170318282012019,2
170318262022008,16
170318262022006,39
170318262021040,26
170318262021042,29
170318262021036,3
170318262021009,12
170318262023007,39
170318262023003,26
170318262025008,8
170318279021010,21
170318279024003,28
170318279025016,36
170318263042011,26
170318263041009,56
170318258034008,7
170318258033008,37
170318258031019,32
170318261001031,37
170318260002026,22
170318260002032,1
170318260002015,38
170318261006030,49
170318259003029,34
170318259002012,0
170318259002023,10
170318259002009,22
170318258023055,36
170318258023053,31
170318258022031,29
170318258013032,137
170318257003044,44
170318257003043,40
170318257003041,45
170318297002073,17
170318296003032,0
170318295003013,0
170318240032019,18
170318240051056,17
170318240052010,16
170318295002043,20
170318291001057,11
170318291002070,7
170318302012018,22
170318302012008,30
170318291001032,28
170318291001009,12
170318290002049,4
170318291002053,5
170318289003015,0
170318294021024,0
170318302012033,109
170318285064015,0
170318240051039,0
170318255011002,0
170318255013015,0
170318243002010,78
170318240042020,0
170318285055073,0
170318241174032,0
170318239012037,0
170318299014016,0
170318233022011,0
170318299023048,0
170318249001038,0
170318264011050,44
170318243001026,0
170318292004016,19
170318411003029,0
170318238013071,0
170315502002040,0
170318043112003,0
170318043112012,0
170318047013006,0
170318047013007,0
170318047013001,0
170318051072015,0
170318051053019,0
170318051074020,0
170315501001008,0
170315501001091,0
170318051115017,29
170318248004049,0
170318248003038,0
170318249001001,0
170318248001057,0
170318278051020,82
170318247013011,0
170318244001015,0
170318206052018,76
170318237031003,0
170318231021023,0
170318248001055,0
170318278052021,0
170318206031042,0
170318206031041,0
170318283001004,0
170318202022048,0
170318283002024,0
170318206052019,0
170318248003089,0
170318236032025,0
170318202022090,0
170318202022070,0
170318202022073,0
170318206031032,0
170318202023006,0
170318207001065,0
170318207001057,0
170318268004076,0
170318158001069,18
170316611002000,35
170318245072001,0
170318245072004,0
170318245072005,0
170318285041052,12
170318046031061,0
170318046031059,0
170318016083008,19
170318187001009,9
170318025043023,0
170318392001004,0
170318201014020,0
170318046081002,0
170318046081003,0
170318047162005,0
170318043111019,0
170318283002088,242
170311103001011,0
170318030171022,0
170310715004013,221
170310717002000,41
170318113022024,0
170317305004041,0
170311603002008,0
170311603002009,0
170313907001012,0
170310902003023,42
170318237031010,0
170315501005028,0
170315202003007,1
170318340002002,0
170318202021105,0
170318060011016,0
170318300061027,123
170314805002065,0
170313404001017,96
170316903001002,0
170310814021002,0
170318199002028,0
170318255011007,0
170318280001001,0
170318280001003,51
170318280002001,0
170317205001000,10
170316407002003,0
170318237034007,20
170314314003004,0
170318121001014,5
170318283002019,0
170318237034001,0
170318202021016,0
170317702022073,210
170318202021175,0
170317502002009,15
170318036082029,478
170318038003003,67
170318300033070,4
170318300033044,31
170318300033047,102
170310301042001,233
170310801003001,116
170313501001010,427
170318030173009,61
170310818001008,536
170318081002014,0
170310619013002,290
170310633013001,356
170318206051020,0
170310314006005,899
170310315022005,464
170310802022000,375
170318300033024,16
170318300043050,33
170318300043038,0
170318300043056,21
170318239011075,14
170318241141045,34
170318241083036,0
170318241082016,0
170318285062008,95
170318213003001,0
170317202003001,30
170316201001008,66
170314804003022,35
170318343005004,83
170318355002058,0
170313907003000,0
170318049021011,0
170318043102020,143
170318043102027,46
170318061031009,100
170318061031013,62
170318013001000,40
170318086001036,29
170318079003006,100
170318015002017,17
170318241223001,41
170318241202063,47
170318041022035,21
170318041021000,0
170318036081065,21
170318239032033,4
170318238033037,327
170318174002001,0
170318300031016,21
170318300051000,0
170318048073024,337
170318209011022,0
170318028022000,43
170318233035015,0
170318226022029,18
170318300081023,93
170318300081022,13
170318240033009,36
170318240031044,0
170318240031028,55
170318285055092,25
170318285061018,74
170318241203013,86
170318052023002,228
170318048063001,484
170318239011043,70
170318237031006,0
170318084001041,91
170318205023011,59
170318047111005,732
170318299014013,0
170318119004025,0
170318326002005,117
170318184012007,0
170318429004001,0
170318434001007,12
170318179001002,0
170317001002037,58
170317005014030,25
170314306001004,72
170314305003002,89
170318237031000,293
170315804003006,85
170318428004012,76
170316201002009,41
170315704002014,121
170315704001002,46
170316112002005,147
170318215001065,0
170318234003003,75
170318234003000,30
170318234004028,27
170317502001009,37
170317207003005,18
170317112004029,30
170317303001011,88
170318202011033,0
170318190004035,0
170318113022033,0
170318367002009,0
170313106003009,21
170313201004015,0
170318138022013,37
170318138021013,100
170311602004005,0
170318317001030,0
170318018003007,31
170312505007016,45
170312434001016,45
170312510001023,0
170312507001006,66
170312511001004,82
170310815002003,3
170312511002001,87
170312424002017,69
170312513002007,71
170312513003008,149
170318313001012,0
170312305001013,101
170312305002015,133
170313016002014,137
170312306004015,0
170312408002007,120
170312410002009,62
170318423002015,35
170312514003013,100
170312515004017,25
170312515004019,25
170312518004012,70
170318314002054,58
170312521022006,31
170318371002018,13
170318430002021,109
170312715001000,83
170312433001001,21
170312808001020,10
170318330002031,0
170312925001003,0
170318413003020,50
170318412003005,120
170318147003000,92
170318125003008,31
170313106003008,55
170318121005018,36
170318132005038,0
170318148004005,16
170318151003020,103
170318126002002,115
170318153004009,41
170318164024000,0
170318187001004,23
170318169004028,49
170318169003008,42
170318172004019,55
170318158001077,8
170318158001081,12
170318191004018,10
170318191002003,32
170318188005006,21
170318188005021,14
170318186003018,15
170318197002039,3
170318319002011,79
170311709001019,85
170311801005003,73
170311101003015,68
170311502005014,130
170311502005009,31
170311204002026,24
170311408003003,47
170318317001023,24
170311504013010,73
170311801002017,23
170311002006015,34
170311708002001,47
170311708002000,50
170310711001007,13
170310711001008,39
170310711001009,27
170311002003012,12
170311001001006,65
170311001001029,53
170311001001026,8
170311101001001,9
170311002004004,14
170311003001014,44
170311003001007,25
170318105021001,75
170318105021002,0
170311203004006,0
170311301003006,28
170311204001010,24
170311303003003,0
170311303002005,60
170311006004035,38
170311404005040,24
170311502003020,100
170311602004021,81
170311405001002,11
170311610002010,1
170312206012001,73
170318323001059,57
170318087021013,120
170312106013015,66
170311913013007,75
170318315002014,108
170311710002004,52
170312108001022,63
170311510022012,0
170311913012002,0
170318072002010,34
170318076003059,42
170311613004005,20
170311613003000,71
170311910002013,33
170318311004020,144
170311607002000,18
170311607002007,40
170318309001033,42
170312101002020,18
170312216002006,51
170318322001007,53
170312216002000,51
170312216002003,46
170312216002007,50
170310706002015,32
170310611001008,178
170318071002053,25
170318071002049,0
170318094001005,17
170318326002008,38
170318094001016,42
170318093002003,127
170318096002013,28
170318068013021,31
170318068013016,20
170311706001010,23
170318115003023,25
170318070001019,74
170318103013024,22
170318073004015,28
170318077002019,36
170318077002030,32
170318077002028,0
170318076002033,19
170318076003039,0
170317708002013,46
170318112005009,19
170317708001042,0
170318114013001,39
170310903001019,30
170310204002012,74
170318089003025,32
170318089002018,11
170310105022008,110
170318419002079,0
170318161006049,0
170318382001019,3
170318382001021,0
170318323001015,0
170318382002001,0
170310510001029,0
170312302001023,0
170313018012039,0
170318079002010,0
170312107003005,0
170318317001029,6
170318167001001,0
170318382002000,0
170317608031004,124
170312301001006,142
170313201004024,0
170318184011044,0
170318438001038,0
170315610001006,0
170315611005004,49
170315611005009,46
170315611002013,45
170315611002016,40
170315608005007,41
170315705002006,82
170316202001016,45
170316204001005,124
170316606002001,8
170316610004009,49
170316610004002,7
170316610004003,18
170317001002042,60
170317004011001,0
170317004011008,0
170317004012008,48
170317005021021,56
170317403003015,38
170316505003033,0
170318223023032,32
170318356001008,12
170316112001006,145
170315301002009,19
170315301001012,23
170317506004010,53
170318212001017,0
170317304003014,32
170318340002022,20
170318217003028,31
170316714001024,65
170318349002027,113
170318349001006,62
170318400002007,57
170313515002001,16
170313405001006,0
170318410001065,0
170313405001020,32
170316007002014,103
170318208003068,0
170315306001037,44
170315305032060,37
170315305032063,29
170314905002032,2
170314403005010,49
170316912002002,0
170316904003006,0
170316813002001,30
170317109001019,26
170317302023002,35
170317302023000,30
170317305002031,13
170314910001013,78
170314701001036,24
170315103004003,86
170314804003030,41
170314805001012,54
170314805003028,45
170314605007007,0
170318343002011,0
170318418001029,0
170316909001004,9
170314307002003,114
170314111001000,0
170318347001006,0
170314207005010,76
170316904002008,77
170314403003003,26
170314401013004,0
170318343002031,28
170314605007009,9
170314312002017,28
170314601001013,15
170314602002000,55
170314312002003,52
170316009004009,58
170316813001003,88
170317504002009,28
170317504003010,24
170317504002012,46
170315201001012,0
170315202003017,0
170317206002010,26
170317206002028,14
170317504002016,39
170317504002019,31
170318212004036,37
170318212004043,33
170317306003004,43
170317304003000,0
170317304004007,66
170317304004021,43
170317114003020,20
170316720002013,60
170318388002206,0
170318234004037,20
170317005022026,104
170315205002019,2
170315205002016,34
170315204001005,47
170318212004001,0
170315802001005,88
170317112001025,64
170313812002008,29
170318215001066,0
170317002001010,86
170318045081012,0
170318051081004,0
170319800001044,0
170318046031008,0
170318024043008,76
170318038001006,0
170318049012020,0
170318047111001,0
170318047014023,0
170318042012173,0
170318046031052,0
170318036064014,0
170318042012048,0
170318043104028,0
170318043104017,0
170318411004005,27
170318268002036,12
170318263013002,0
170318239044017,14
170318245064030,12
170318238011010,0
170318263013004,28
170318241051009,31
170318275003009,0
170315501003026,39
170318247013009,22
170318243003050,36
170318258031044,17
170318260001029,50
170318248003051,53
170318295001012,0
170318285055041,0
170318258034000,16
170318263013005,25
170318258023015,0
170318278014030,0
170318263011046,15
170318276002010,29
170318273001008,64
170318271003017,21
170318248003047,19
170318292003047,5
170318280001035,19
170318261003041,0
170318259002039,18
170318257003018,0
170318289003006,59
170318253031014,56
170318300043026,0
170318051121018,0
170318202011042,0
170318202022034,0
170318233023023,0
170318236032003,0
170318018001034,0
170318077002049,0
170318215001084,0
170318355001015,0
170318008001019,9
170318168004018,0
170318017023008,183
170318268004045,0
170316809002002,0
170316809002003,0
170316903002038,0
170316903002028,0
170315201001085,0
170315201001087,0
170318084003035,21
170318309001045,0
170318240041000,0
170311602004029,0
170318423001002,0
170318410001068,0
170318234004031,24
170317112004009,29
170317114003014,65
170312434002016,1
170312306006015,146
170312410002010,75
170312414002008,45
170318417001001,128
170318413003007,73
170318207004002,58
170318155007014,30
170318163002022,67
170318158001092,10
170311001003010,53
170311503002000,11
170311507003005,75
170311105021010,99
170318315001012,54
170311101005005,10
170318306003012,51
170310105031010,83
170311708001010,37
170311203002017,29
170311203002016,54
170310302004010,88
170310302001004,94
170311103005022,30
170311103005028,20
170311103003018,77
170311404005038,123
170310402014015,145
170311505013010,45
170311507004004,98
170311405001022,45
170311405001007,64
170311908003000,8
170318093003027,129
170318322002000,21
170318069002003,24
170311507001013,82
170311507002001,77
170311511001000,77
170318089001028,41
170312226001006,24
170312214002011,27
170312222002004,76
170318074002042,32
170318058024024,21
170311005004008,15
170318091003008,39
170318069003020,70
170318073005013,78
170318076002037,32
170318073003007,27
170310204002004,66
170311706002039,31
170310102012007,0
170310102012019,35
170310203023013,0
170310203023008,21
170310106001003,215
170318089003017,28
170318088001020,11
170313301001004,0
170318062012006,6
170318204001012,0
170316501001006,65
170318216005000,36
170318227021001,34
170317003021033,34
170318225004036,57
170318438001030,14
170317001002030,22
170313906002007,190
170318420001010,53
170316006001004,84
170316007001002,111
170316007001000,15
170318425001034,42
170314601001011,139
170318425001016,0
170318349002004,0
170318047091011,0
170318047091009,0
170318051061001,279
170318047091026,0
170318411004018,14
170318237032001,0
170315502002035,0
170318277002021,28
170318240031006,15
170318263011045,15
170318258023061,0
170318265003042,28
170318261003039,33
170318296003007,23
170318295002028,8
170318289003034,10
170318243002004,12
170318205015040,0
170313801001004,28
170318224003012,85
170319800001068,0
170318237032003,0
170318256001007,0
170318240042062,0
170318015003053,0
170318041062004,40
170318073005009,20
170318073003006,19
170318073001003,75
170318076002015,19
170318297003040,0
170318043104060,0
170318019011014,28
170318114022034,0
170310205004000,164
170311408001000,250
170312213001003,50
170317708002058,18
170318202021152,0
170317307002000,22
170318036115011,0
170318245033045,0
170318283002021,0
170318165002037,0
170313302002008,12
170318371002037,16
170310311001009,0
170310303001009,8
170311103005017,27
170318091001016,27
