lat,lon,doc,id
41.74007,-87.92819,1,2858
41.7401,-87.6046,1,2859
41.7403,-87.5849,1,2860
41.74051,-88.12387,2,2861
41.7406,-87.9742,2,2862
41.7413,-87.7136,1,2863
41.7413,-87.6045,1,2864
41.7415,-87.7991,1,2865
41.7417,-87.7423,1,2866
41.74182,-87.74203,2,2867
41.74226,-87.66351,1,2868
41.7427,-87.9046,1,2869
41.74331,-87.63167,1,2870
41.7438,-87.847,2,2871
41.7438,-87.6636,2,2872
41.74383,-87.847,2,2873
41.7443,-87.6144,1,2874
41.7444,-88.2289,1,2875
41.7446,-87.5464,1,2876
41.7454,-87.7622,1,2877
41.74606,-88.28624,1,2878
41.7461,-87.7055,2,2879
41.74658,-88.21794,1,2880
41.7466,-88.2173,1,2881
41.7466,-87.6831,2,2882
41.7467,-87.6832,1,2883
41.7468,-88.2198,1,2884
41.7468,-88.2192,4,2885
41.747,-87.833,2,2886
41.7472,-87.8485,1,2887
41.7472,-87.6832,1,2888
41.7472,-87.6189,1,2889
41.74724,-87.97956,2,2890
41.7478,-88.209,1,2891
41.7478,-88.1644,2,2892
41.7481,-87.8058,1,2893
41.7481,-87.6054,1,2894
41.74835,-88.17538,1,2895
41.7484,-88.1084,1,2896
41.7484,-88.0407,1,2897
41.74846,-88.17528,7,2898
41.7485,-88.1719,11,2899
41.7485,-87.7957,3,2900
41.7485,-87.7593,2,2901
41.74854,-88.12652,2,2902
41.7486,-88.1857,8,2903
41.7486,-88.1848,1,2904
41.7486,-88.1842,1,2905
41.7486,-87.7545,1,2906
41.7486,-87.7532,1,2907
41.7487,-87.7445,10,2908
41.74874,-87.74447,1,2909
41.7488,-87.7764,1,2910
41.7488,-87.738,1,2911
41.74887,-87.75473,2,2912
41.7489,-87.9766,5,2913
41.7489,-87.9184,1,2914
41.749,-88.199,1,2915
41.749,-88.1708,14,2916
41.749,-88.1701,1,2917
41.749,-88.1277,1,2918
41.749,-87.8396,1,2919
41.74905,-87.74501,1,2920
41.7491,-88.1861,1,2921
41.7491,-88.1719,6,2922
41.74911,-87.9741,1,2923
41.7492,-88.1848,1,2924
41.7492,-88.1842,2,2925
41.7492,-87.7593,1,2926
41.7492,-87.7587,1,2927
41.7493,-87.5695,2,2928
41.7494,-88.0317,10,2929
41.7494,-88.0304,2,2930
41.7494,-88.0105,1,2931
41.7494,-87.5692,7,2932
41.74943,-87.56921,1,2933
41.74947,-88.1693,1,2934
41.7495,-87.56862,3,2935
41.74966,-88.18538,2,2936
41.7497,-88.1854,1,2937
41.7498,-88.1859,1,2938
41.7498,-87.6874,3,2939
41.74983,-88.01513,1,2940
41.7499,-88.184,2,2941
41.7499,-88.1178,1,2942
41.7499,-87.6846,1,2943
41.7499,-87.6636,1,2944
41.75008,-87.74296,1,2945
41.7502,-88.0511,1,2946
41.7502,-87.6146,1,2947
41.7503,-87.9142,1,2948
41.7503,-87.6554,2,2949
41.7504,-88.012,1,2950
41.7504,-87.65,1,2951
41.7505,-88.077,1,2952
41.7505,-87.6742,3,2953
41.75054,-88.03274,1,2954
41.7506,-88.0321,1,2955
41.7508,-87.9752,3,2956
41.7508,-87.6483,2,2957
41.7508,-87.6435,1,2958
41.7509,-88.1135,2,2959
41.7509,-87.9117,1,2960
41.751,-88.0513,4,2961
41.7511,-87.6059,1,2962
41.75125,-87.56867,2,2963
41.7514,-87.569,3,2964
41.75143,-87.56904,1,2965
41.7516,-87.5702,1,2966
41.7517,-88.0303,2,2967
41.7519,-87.9165,1,2968
41.75193,-87.56527,1,2969
41.752,-88.04,7,2970
41.752,-87.6048,2,2971
41.7523,-88.0331,1,2972
41.7524,-88.2151,14,2973
41.7524,-88.2146,2,2974
41.7524,-87.9119,2,2975
41.7525,-88.1146,2,2976
41.75252,-87.94866,1,2977
41.7526,-88.2105,2,2978
41.7526,-87.9948,1,2979
41.7526,-87.9636,1,2980
41.7527,-87.7417,1,2981
41.7528,-88.1133,14,2982
41.7528,-87.7028,3,2983
41.7534,-87.972,2,2984
41.7536,-88.2199,2,2985
41.7536,-88.0104,1,2986
41.75371,-87.64413,1,2987
41.7538,-87.9079,18,2988
41.75384,-87.90786,1,2989
41.75387,-87.90853,3,2990
41.75388,-88.2124,1,2991
41.7544,-88.2113,2,2992
41.7545,-88.2216,1,2993
41.755,-88.1383,4,2994
41.7553,-88.1418,3,2995
41.7559,-87.6098,1,2996
41.75615,-88.23554,1,2997
41.75616,-88.21528,1,2998
41.7563,-88.2161,1,2999
41.7563,-87.8827,1,3000
41.757,-88.0411,1,3001
41.7572,-88.0077,1,3002
41.7574,-87.8794,1,3003
41.75745,-87.74492,3,3004
41.75768,-87.58513,1,3005
41.7577,-87.5851,47,3006
41.758,-88.2414,1,3007
41.7581,-88.2447,4,3008
41.7581,-87.6187,1,3009
41.75811,-87.61868,2,3010
41.7582,-88.2115,1,3011
41.75842,-87.74346,1,3012
41.7585,-87.5854,1,3013
41.7585,-87.5849,1,3014
41.7586,-87.6131,1,3015
41.75868,-88.1869,1,3016
41.75876,-87.58464,5,3017
41.7592,-87.9202,27,3018
41.7592,-87.5684,1,3019
41.75922,-87.92017,3,3020
41.75925,-88.1862,1,3021
41.7593,-88.2498,1,3022
41.7593,-88.1862,4,3023
41.7593,-88.1564,1,3024
41.7593,-87.7904,1,3025
41.7594,-87.7998,1,3026
41.7596,-87.9142,7,3027
41.75964,-87.91421,1,3028
41.7598,-88.2295,2,3029
41.7598,-87.5643,2,3030
41.76017,-88.23102,1,3031
41.76024,-88.15413,2,3032
41.7603,-87.9346,2,3033
41.76035,-88.22877,1,3034
41.7607,-88.0637,1,3035
41.7607,-87.7431,1,3036
41.76076,-88.20943,2,3037
41.76078,-88.14896,1,3038
41.7608,-88.2418,1,3039
41.7608,-88.0648,1,3040
41.7609,-88.0668,3,3041
41.7609,-87.9201,1,3042
41.76093,-87.9369,2,3043
41.76099,-87.94014,1,3044
41.761,-88.15212,2,3045
41.761,-88.1521,40,3046
41.761,-87.9406,2,3047
41.76105,-88.15216,5,3048
41.7611,-88.1522,31,3049
41.7611,-88.1501,113,3050
41.7611,-88.0689,2,3051
41.7618,-87.9388,1,3052
41.762,-88.206,1,3053
41.76211,-87.93711,1,3054
41.76214,-88.15217,4,3055
41.76218,-88.15179,5,3056
41.7623,-88.2811,1,3057
41.7623,-87.9149,1,3058
41.7624,-87.9389,4,3059
41.7625,-88.0861,1,3060
41.7626,-88.2818,1,3061
41.7626,-88.0649,1,3062
41.7627,-88.1533,8,3063
41.7627,-88.1499,21,3064
41.7627,-87.5771,1,3065
41.7627,-87.5758,1,3066
41.7628,-87.9361,2,3067
41.7628,-87.6831,1,3068
41.7631,-88.0093,8,3069
41.76314,-88.00928,2,3070
41.7632,-87.9374,8,3071
41.76349,-88.00933,3,3072
41.7635,-88.0093,14,3073
41.7636,-88.1413,1,3074
41.764,-88.18814,1,3075
41.764,-87.9449,1,3076
41.764,-87.5855,1,3077
41.7641,-87.9445,1,3078
41.7642,-87.8982,1,3079
41.7643,-87.9449,1,3080
41.76438,-87.93541,1,3081
41.7644,-87.9443,1,3082
41.7646,-87.9442,1,3083
41.7649,-88.2812,2,3084
41.765,-87.9443,1,3085
41.765,-87.5759,1,3086
41.7651,-87.5743,1,3087
41.7651,-87.5738,1,3088
41.7652,-87.566,1,3089
41.76536,-87.94435,1,3090
41.7654,-87.9444,2,3091
41.7654,-87.9441,1,3092
41.766,-87.5732,1,3093
41.766,-87.5675,1,3094
41.766,-87.5659,2,3095
41.76609,-87.57386,1,3096
41.7661,-87.9146,1,3097
41.7664,-87.9441,2,3098
41.76645,-88.06878,1,3099
41.7665,-88.148,17,3100
41.7666,-88.0699,6,3101
41.7666,-87.9459,1,3102
41.7666,-87.945,1,3103
41.7667,-87.945,1,3104
41.76682,-87.72292,2,3105
41.76688,-88.19377,1,3106
41.7671,-87.95346,1,3107
41.76713,-87.92352,1,3108
41.7673,-88.07613,1,3109
41.7673,-87.9001,1,3110
41.7674,-88.148,1,3111
41.76743,-88.14803,7,3112
41.76773,-88.14889,1,3113
41.7679,-87.722,1,3114
41.7681,-88.1489,1,3115
41.7681,-88.098,2,3116
41.7684,-88.0705,2,3117
41.7684,-87.9753,1,3118
41.7685,-88.1479,4,3119
41.7687,-87.6644,1,3120
41.7688,-87.7225,3,3121
41.7688,-87.6297,1,3122
41.7689,-88.1487,1,3123
41.769,-88.1565,1,3124
41.769,-87.6298,1,3125
41.76905,-87.69242,1,3126
41.76908,-87.69111,1,3127
41.7691,-87.6924,24,3128
41.7691,-87.6441,2,3129
41.7695,-87.6156,1,3130
41.7698,-87.9105,1,3131
41.76995,-87.69067,7,3132
41.77,-87.8871,2,3133
41.77,-87.6442,2,3134
41.7701,-88.1507,3,3135
41.7701,-88.1499,2,3136
41.77047,-87.90038,2,3137
41.7705,-87.9299,1,3138
41.7707,-87.7223,1,3139
41.7708,-87.5797,1,3140
41.77097,-88.1081,1,3141
41.7711,-87.8866,1,3142
41.7713,-87.9746,1,3143
41.7718,-88.0312,2,3144
41.7719,-88.1475,1,3145
41.77199,-87.99267,1,3146
41.772,-87.9927,2,3147
41.7721,-87.7231,2,3148
41.7722,-87.9491,3,3149
41.77228,-88.03799,1,3150
41.7723,-88.1561,1,3151
41.7724,-87.9929,2,3152
41.7724,-87.7225,2,3153
41.7726,-87.9357,1,3154
41.7727,-87.6643,1,3155
41.7737,-87.9945,5,3156
41.7738,-88.0105,1,3157
41.7743,-87.7839,3,3158
41.7743,-87.748,2,3159
41.77433,-87.78389,2,3160
41.77436,-88.15031,1,3161
41.7744,-88.1518,3,3162
41.7744,-88.1503,7,3163
41.7745,-88.1316,2,3164
41.7746,-87.9931,1,3165
41.7747,-87.6832,1,3166
41.7749,-87.9495,1,3167
41.77497,-88.31578,1,3168
41.775,-88.1475,3,3169
41.77515,-87.72226,1,3170
41.7752,-88.0715,6,3171
41.7752,-87.8765,1,3172
41.7753,-88.1474,1,3173
41.7754,-88.148,1,3174
41.77547,-87.72228,2,3175
41.7755,-87.7224,3,3176
41.77558,-87.95339,1,3177
41.7756,-87.7223,3,3178
41.77569,-87.72263,1,3179
41.7757,-87.7224,1,3180
41.7758,-87.645,2,3181
41.7762,-88.1473,4,3182
41.77627,-88.07193,1,3183
41.7763,-88.0719,2,3184
41.7768,-88.0721,2,3185
41.7768,-87.6307,1,3186
41.77685,-87.87199,1,3187
41.7769,-88.1479,2,3188
41.7772,-87.5713,7,3189
41.7774,-87.8143,1,3190
41.7774,-87.8078,2,3191
41.7777,-87.9748,1,3192
41.7779,-87.7832,1,3193
41.77795,-87.81399,1,3194
41.77811,-87.63338,8,3195
41.77829,-87.78128,2,3196
41.7783,-87.7388,1,3197
41.7783,-87.7333,1,3198
41.7783,-87.7298,3,3199
41.7785,-87.7231,4,3200
41.7786,-87.7039,3,3201
41.7786,-87.633,19,3202
41.7788,-87.7336,1,3203
41.77885,-87.69733,1,3204
41.77888,-87.71962,1,3205
41.7789,-87.9287,1,3206
41.7789,-87.7296,1,3207
41.7789,-87.7281,1,3208
41.7789,-87.7259,1,3209
41.7789,-87.6966,1,3210
41.7792,-87.7035,1,3211
41.7793,-88.2384,1,3212
41.7793,-87.6928,1,3213
41.77947,-87.64145,2,3214
41.7795,-87.6415,1,3215
41.7796,-88.1056,2,3216
41.77965,-87.63503,3,3217
41.77967,-87.59585,1,3218
41.7797,-87.5959,4,3219
41.77971,-87.63504,3,3220
41.77978,-88.16424,1,3221
41.7798,-87.9142,4,3222
41.7798,-87.7028,1,3223
41.7804,-87.96906,1,3224
41.7806,-88.2119,2,3225
41.7807,-87.6648,1,3226
41.7807,-87.5888,2,3227
41.7809,-88.1426,1,3228
41.78093,-87.72309,2,3229
41.781,-88.1764,2,3230
41.78101,-87.72311,1,3231
41.7811,-87.6452,3,3232
41.7812,-88.3292,3,3233
41.7814,-88.1769,1,3234
41.7814,-88.103,5,3235
41.7814,-87.5896,1,3236
41.7815,-88.1859,1,3237
41.78153,-88.24481,1,3238
41.7816,-88.1818,30,3239
41.7817,-88.309,1,3240
41.7819,-88.2436,2,3241
41.7819,-88.1478,1,3242
41.7819,-88.1477,1,3243
41.782,-88.18,2,3244
41.78209,-87.85811,1,3245
41.7823,-88.3184,2,3246
41.78248,-88.24137,1,3247
41.7826,-88.2049,3,3248
41.783,-88.2416,1,3249
41.78318,-87.92374,1,3250
41.7833,-88.3276,61,3251
41.7833,-88.3204,10,3252
41.7833,-88.0796,1,3253
41.7838,-88.147,1,3254
41.784,-88.2813,1,3255
41.78415,-87.64499,2,3256
41.78438,-88.20472,1,3257
41.7844,-87.6024,3,3258
41.78443,-87.64526,1,3259
41.7845,-87.96783,1,3260
41.7846,-87.7226,3,3261
41.7847,-88.0497,1,3262
41.7849,-87.8016,1,3263
41.78527,-87.72255,1,3264
41.78537,-87.91976,2,3265
41.78544,-87.92642,1,3266
41.78553,-88.13933,1,3267
41.7856,-88.3257,29,3268
41.7856,-88.1382,1,3269
41.78561,-88.32889,1,3270
41.7857,-88.3262,4,3271
41.7858,-88.3295,8,3272
41.786,-88.1513,1,3273
41.78614,-88.3289,1,3274
41.7862,-87.9154,2,3275
41.7862,-87.9125,1,3276
41.7862,-87.7242,1,3277
41.7863,-88.0798,1,3278
41.7863,-87.6871,1,3279
41.78641,-88.02568,1,3280
41.7865,-87.7019,1,3281
41.7867,-88.0816,2,3282
41.7868,-88.0732,1,3283
41.787,-88.3297,2,3284
41.78705,-87.89763,3,3285
41.7871,-88.1476,2,3286
41.7871,-87.6833,1,3287
41.7874,-87.8985,4,3288
41.78741,-87.96468,1,3289
41.78789,-87.60405,1,3290
41.7883,-88.09484,1,3291
41.7883,-87.605,2,3292
41.7883,-87.6046,974,3293
41.78831,-87.60457,9,3294
41.7885,-87.7234,1,3295
41.78851,-87.60493,25,3296
41.7887,-88.1538,1,3297
41.7887,-87.6049,6,3298
41.7889,-87.605,6,3299
41.78916,-88.15407,1,3300
41.7892,-88.327,5,3301
41.7892,-88.1628,1,3302
41.7892,-87.6041,1,3303
41.7894,-87.5906,1,3304
41.7895,-87.8997,1,3305
41.78978,-88.13144,1,3306
41.7901,-87.874,5,3307
41.7901,-87.6055,20,3308
41.79017,-87.60494,4,3309
41.79018,-87.60459,1,3310
41.7902,-87.8973,1,3311
41.7902,-87.7228,1,3312
41.7902,-87.6046,31,3313
41.7903,-87.87555,1,3314
41.7903,-87.5944,1,3315
41.79036,-87.60464,1,3316
41.7904,-87.8892,1,3317
41.79049,-87.72298,2,3318
41.7905,-87.9513,1,3319
41.79059,-87.60483,4,3320
41.79067,-88.12981,3,3321
41.7907,-88.1298,14,3322
41.7909,-88.1557,1,3323
41.7909,-87.8665,1,3324
41.79094,-88.15575,8,3325
41.7911,-87.7228,1,3326
41.79116,-87.60492,1,3327
41.7914,-88.1288,2,3328
41.7916,-87.6034,4,3329
41.79165,-87.60341,1,3330
41.7917,-87.8,1,3331
41.7917,-87.7992,1,3332
41.7918,-88.0266,1,3333
41.7918,-87.7969,2,3334
41.7918,-87.7967,1,3335
41.7918,-87.795,1,3336
41.7918,-87.7942,1,3337
41.7919,-87.8061,1,3338
41.7919,-87.7972,2,3339
41.792,-87.9346,1,3340
41.792,-87.7956,1,3341
41.792,-87.7949,1,3342
41.792,-87.7886,4,3343
41.792,-87.7873,3,3344
41.792,-87.7235,1,3345
41.79209,-87.79956,1,3346
41.7921,-87.7861,3,3347
41.7921,-87.7852,1,3348
41.7921,-87.7845,1,3349
41.7922,-87.7783,1,3350
41.79229,-88.0102,7,3351
41.7923,-87.795,1,3352
41.79232,-88.3696,23,3353
41.79233,-87.78457,1,3354
41.7924,-87.7918,2,3355
41.79246,-87.72302,6,3356
41.7925,-87.7881,3,3357
41.7925,-87.784,1,3358
41.7925,-87.7228,8,3359
41.7926,-87.7847,2,3360
41.7927,-87.7786,1,3361
41.7928,-88.0098,3,3362
41.79289,-88.36989,1,3363
41.7931,-88.2825,4,3364
41.7931,-87.7776,1,3365
41.79339,-87.59628,3,3366
41.7934,-88.0074,2,3367
41.7934,-87.7302,5,3368
41.7934,-87.7301,1,3369
41.7935,-88.2014,1,3370
41.7935,-88.1231,2,3371
41.7935,-88.0089,3,3372
41.7935,-87.7785,1,3373
41.7936,-88.0086,2,3374
41.7936,-87.6936,1,3375
41.7937,-87.7738,1,3376
41.7937,-87.705,1,3377
41.7937,-87.5937,1,3378
41.7938,-88.0074,2,3379
41.7938,-87.7764,2,3380
41.7938,-87.7038,2,3381
41.7939,-87.5851,2,3382
41.79391,-87.77384,2,3383
41.7941,-88.0092,1,3384
41.7943,-88.1252,1,3385
41.7944,-87.7039,2,3386
41.7946,-87.5947,1,3387
41.7948,-87.77,5,3388
41.79496,-88.00858,1,3389
41.795,-87.9266,1,3390
41.79503,-88.12473,1,3391
41.7951,-87.9961,2,3392
41.7951,-87.588,2,3393
41.7953,-88.2044,2,3394
41.7953,-87.8013,2,3395
41.7954,-88.1271,1,3396
41.7954,-87.7658,1,3397
41.7954,-87.5849,2,3398
41.7956,-87.8867,35,3399
41.7957,-87.6054,9,3400
41.7958,-88.019,1,3401
41.7958,-87.7634,1,3402
41.7959,-88.0131,1,3403
41.7959,-88.0123,1,3404
41.7959,-88.0091,1,3405
41.79592,-88.01313,1,3406
41.796,-88.1115,3,3407
41.796,-87.6296,2,3408
41.7961,-88.0115,3,3409
41.7961,-87.9777,1,3410
41.7962,-88.1064,1,3411
41.7962,-88.01864,2,3412
41.7962,-87.9537,3,3413
41.79627,-87.88838,2,3414
41.7963,-87.9949,1,3415
41.7963,-87.92,1,3416
41.79636,-88.20527,1,3417
41.79641,-88.10564,1,3418
41.79644,-87.63052,1,3419
41.7966,-87.7577,1,3420
41.7967,-87.9286,4,3421
41.79672,-88.11193,1,3422
41.7968,-88.2027,3,3423
41.7968,-88.1126,1,3424
41.7969,-87.886,39,3425
41.797,-88.1136,2,3426
41.797,-87.7425,2,3427
41.79705,-88.04409,1,3428
41.79705,-87.96221,1,3429
41.79716,-87.90972,1,3430
41.7972,-87.9756,1,3431
41.79738,-87.88841,11,3432
41.7974,-88.2002,6,3433
41.7974,-87.7425,3,3434
41.7975,-87.956,1,3435
41.7975,-87.9554,1,3436
41.7977,-88.3788,1,3437
41.7977,-88.2056,1,3438
41.7977,-87.9536,1,3439
41.798,-88.0103,1,3440
41.7983,-88.011,3,3441
41.7985,-88.2026,1,3442
41.7989,-88.3235,1,3443
41.799,-88.3235,1,3444
41.79922,-87.72401,1,3445
41.7993,-87.7414,4,3446
41.7993,-87.7411,1,3447
41.7993,-87.5883,18,3448
41.7994,-88.0743,2,3449
41.7994,-87.7409,2,3450
41.7994,-87.5888,2,3451
41.79958,-87.58861,2,3452
41.7997,-87.7035,1,3453
41.7997,-87.5907,1,3454
41.79971,-88.07268,1,3455
41.79976,-88.14826,1,3456
41.7998,-88.1483,1,3457
41.7998,-87.6644,2,3458
41.79983,-88.08407,1,3459
41.7999,-88.3252,3,3460
41.8001,-87.723,2,3461
41.80015,-88.14893,1,3462
41.8002,-87.7347,2,3463
41.8003,-87.7304,2,3464
41.80038,-88.17643,1,3465
41.8005,-88.075,1,3466
41.80076,-87.73036,1,3467
41.8008,-88.1747,2,3468
41.8008,-87.932,2,3469
41.8008,-87.9295,1,3470
41.8008,-87.6908,1,3471
41.8009,-88.176,3,3472
41.8009,-88.1758,8,3473
41.8009,-87.7301,1,3474
41.801,-87.9385,3,3475
41.8011,-88.0725,2,3476
41.8011,-87.9304,1,3477
41.80113,-88.01873,1,3478
41.8012,-88.1761,1,3479
41.8013,-87.9321,4,3480
41.80135,-88.12942,1,3481
41.8014,-87.9379,1,3482
41.8015,-87.9383,2,3483
41.8016,-87.9752,2,3484
41.80176,-87.935,1,3485
41.8019,-87.9268,2,3486
41.8019,-87.7046,3,3487
41.8021,-87.9361,4,3488
41.80213,-87.93611,13,3489
41.80216,-87.61419,7,3490
41.8022,-87.9349,3,3491
41.8022,-87.5896,2,3492
41.80225,-87.93493,2,3493
41.8023,-87.7573,1,3494
41.80237,-87.58817,1,3495
41.80253,-87.9354,1,3496
41.8026,-87.6136,49,3497
41.80262,-87.61359,2,3498
41.8027,-87.7433,1,3499
41.80271,-88.11993,3,3500
41.80278,-88.12639,1,3501
41.80279,-87.62595,2,3502
41.80283,-88.14796,1,3503
41.8029,-88.1613,1,3504
41.803,-88.14023,1,3505
41.8031,-88.1374,1,3506
41.8031,-87.9709,2,3507
41.8035,-88.144,6,3508
41.8035,-87.6222,2,3509
41.8036,-87.8883,1,3510
41.8036,-87.8226,4,3511
41.80365,-87.89043,4,3512
41.8037,-88.1276,1,3513
41.80375,-87.88868,5,3514
41.8038,-87.9304,1,3515
41.8038,-87.8903,1,3516
41.8038,-87.8883,1,3517
41.8039,-87.9329,4,3518
41.8039,-87.9321,1,3519
41.804,-87.9321,1,3520
41.804,-87.721,1,3521
41.80419,-87.88833,1,3522
41.8042,-87.8883,2,3523
41.8043,-87.8878,2,3524
41.80433,-87.88779,1,3525
41.80458,-87.86896,1,3526
41.8046,-87.5845,1,3527
41.80465,-87.88739,2,3528
41.8047,-88.1584,2,3529
41.80471,-88.15839,1,3530
41.80473,-87.88761,1,3531
41.80474,-88.04644,1,3532
41.8049,-87.8881,6,3533
41.80506,-87.92005,3,3534
41.8051,-88.1623,1,3535
41.8054,-88.1586,13,3536
41.8056,-87.9207,71,3537
41.80562,-87.92249,2,3538
41.80566,-87.88778,1,3539
41.8057,-87.9762,1,3540
41.8059,-87.705,2,3541
41.8059,-87.6645,2,3542
41.806,-87.975,2,3543
41.8062,-87.9196,20,3544
41.8062,-87.7049,1,3545
41.80637,-88.35239,3,3546
41.80651,-87.66529,1,3547
41.8069,-88.0355,1,3548
41.80695,-88.35248,1,3549
41.80715,-87.62391,1,3550
41.80739,-88.28417,3,3551
41.80753,-88.35456,1,3552
41.8076,-88.0323,1,3553
41.8077,-88.0931,1,3554
41.8078,-88.0152,2,3555
41.80786,-87.72635,1,3556
41.8079,-88.022,1,3557
41.8079,-87.7037,1,3558
41.80799,-87.60121,1,3559
41.80803,-88.05747,4,3560
41.80803,-88.011,1,3561
41.80807,-87.97581,1,3562
41.8082,-88.3547,1,3563
41.8082,-88.3287,2,3564
41.8082,-88.3279,1,3565
41.8082,-88.0107,2,3566
41.80827,-88.32871,1,3567
41.8083,-87.6716,2,3568
41.80836,-87.90272,1,3569
41.8084,-88.3494,2,3570
41.8084,-87.9001,1,3571
41.8085,-88.2012,3,3572
41.8085,-88.0497,4,3573
41.8085,-88.0192,1,3574
41.8086,-88.0101,1,3575
41.8087,-88.3482,1,3576
41.8087,-88.0167,1,3577
41.80877,-88.01618,3,3578
41.8088,-88.1153,1,3579
41.8088,-87.6724,3,3580
41.8089,-88.3527,1,3581
41.8089,-88.0942,1,3582
41.80894,-88.00982,1,3583
41.80895,-87.93217,1,3584
41.809,-87.9752,2,3585
41.809,-87.9321,1,3586
41.8091,-88.0118,1,3587
41.80919,-88.05884,2,3588
41.8092,-88.0588,21,3589
41.8092,-87.99,1,3590
41.8092,-87.9763,1,3591
41.8092,-87.9026,1,3592
41.80924,-88.06364,1,3593
41.8093,-88.0069,1,3594
41.8093,-87.9878,1,3595
41.8093,-87.62,1,3596
41.8094,-88.2836,2,3597
41.8096,-87.6616,1,3598
41.8097,-87.6093,5,3599
41.80976,-87.59248,1,3600
41.8098,-87.9988,2,3601
41.8098,-87.9894,1,3602
41.8098,-87.5951,2,3603
41.80986,-87.97589,1,3604
41.8099,-87.6654,1,3605
41.81,-87.899,1,3606
41.81007,-87.66508,1,3607
41.8103,-87.948,1,3608
41.8104,-87.7106,1,3609
41.8105,-87.995,12,3610
41.8106,-87.8968,2,3611
41.8106,-87.8966,1,3612
41.8107,-87.8957,1,3613
41.8108,-88.2045,1,3614
41.8108,-87.995,13,3615
41.8108,-87.9648,3,3616
41.8108,-87.8961,3,3617
41.8108,-87.8955,1,3618
41.8108,-87.6767,3,3619
41.8109,-88.2011,2,3620
41.8109,-87.9765,1,3621
41.8109,-87.9522,16,3622
41.81091,-87.95222,1,3623
41.81094,-88.16256,1,3624
41.81113,-87.96066,1,3625
41.81165,-87.95667,1,3626
41.81166,-87.94018,3,3627
41.8117,-87.9899,1,3628
41.8117,-87.9402,11,3629
41.81186,-87.80219,2,3630
41.8121,-88.1624,27,3631
41.8121,-87.7038,3,3632
41.8122,-87.9687,1,3633
41.8123,-87.7037,1,3634
41.8126,-87.7072,1,3635
41.8126,-87.7071,3,3636
41.8128,-87.95,1,3637
41.8129,-87.6257,7,3638
41.81295,-88.26663,1,3639
41.813,-87.9379,1,3640
41.81349,-87.92747,1,3641
41.8139,-88.279,3,3642
41.814,-87.8769,1,3643
41.81402,-87.70385,1,3644
41.8141,-87.9527,1,3645
41.8142,-87.88,1,3646
41.8142,-87.8764,3,3647
41.8142,-87.8701,2,3648
41.8142,-87.8679,1,3649
41.81422,-87.86787,1,3650
41.81431,-87.86826,4,3651
41.81432,-88.11405,1,3652
41.8144,-87.9751,8,3653
41.8144,-87.97506,1,3654
41.8144,-87.87136,2,3655
41.8144,-87.7231,2,3656
41.8146,-88.1149,1,3657
41.8147,-87.9281,4,3658
41.8147,-87.9258,1,3659
41.8147,-87.874,1,3660
41.8148,-87.8211,1,3661
41.8148,-87.7243,3,3662
41.8148,-87.70249,2,3663
41.81489,-87.92903,1,3664
41.8149,-87.6646,1,3665
41.81498,-87.86998,1,3666
41.815,-87.9258,1,3667
41.8155,-88.279,1,3668
41.81556,-87.92576,1,3669
41.81557,-87.92757,1,3670
41.8156,-87.9266,5,3671
41.8156,-87.9258,1,3672
41.81586,-87.62662,2,3673
41.816,-87.9765,3,3674
41.8162,-87.7002,1,3675
41.8164,-87.9536,1,3676
41.8164,-87.84379,2,3677
41.8165,-87.92368,1,3678
41.81677,-87.9253,2,3679
41.8168,-87.8528,1,3680
41.8169,-87.8444,1,3681
41.817,-88.01066,1,3682
41.817,-87.6993,1,3683
41.8171,-87.6002,10,3684
41.81715,-87.92305,2,3685
41.81715,-87.84994,2,3686
41.8172,-87.9255,5,3687
41.81729,-87.69847,1,3688
41.8173,-87.9271,2,3689
41.8173,-87.6985,1,3690
41.81746,-88.00888,7,3691
41.8175,-88.0089,50,3692
41.8175,-87.91677,1,3693
41.81768,-87.92268,2,3694
41.8178,-87.92334,12,3695
41.8178,-87.8013,1,3696
41.8178,-87.6977,1,3697
41.81786,-87.92091,1,3698
41.8179,-88.009,60,3699
41.8179,-87.9273,17,3700
41.81792,-87.92743,1,3701
41.81799,-87.97801,1,3702
41.8181,-87.9248,14,3703
41.8181,-87.874,1,3704
41.81811,-87.92478,6,3705
41.81813,-88.01015,2,3706
41.81816,-87.92413,1,3707
41.81819,-87.92467,1,3708
41.8183,-87.698,3,3709
41.8184,-88.1675,2,3710
41.8184,-87.6966,1,3711
41.81845,-88.16834,1,3712
41.81847,-87.92063,9,3713
41.8186,-87.9546,2,3714
41.81862,-88.01085,1,3715
41.8187,-88.0108,2,3716
41.81893,-87.92177,2,3717
41.81896,-87.92173,1,3718
41.81898,-87.92464,1,3719
41.819,-88.0096,20,3720
41.819,-88.0074,2,3721
41.819,-87.9246,28,3722
41.81914,-88.01022,4,3723
41.8193,-87.9226,6,3724
41.81933,-87.92261,1,3725
41.81943,-88.02372,1,3726
41.8195,-87.8705,1,3727
41.8195,-87.8198,1,3728
41.81965,-88.01578,1,3729
41.8198,-87.921,6,3730
41.81989,-87.92179,2,3731
41.81993,-88.01025,1,3732
41.82026,-87.61534,1,3733
41.8204,-87.9211,3,3734
41.8205,-87.6161,1,3735
41.82076,-87.92131,2,3736
41.8209,-88.012,1,3737
41.8209,-87.9214,14,3738
41.8209,-87.8032,2,3739
