lat,lon,doc,id
41.54269,-87.98596,3,1611
41.54279,-87.86634,1,1612
41.5428,-87.6824,1,1613
41.5433,-87.679,1,1614
41.54346,-87.86489,1,1615
41.5435,-87.5104,2,1616
41.5435,-87.5088,2,1617
41.5436,-87.5081,1,1618
41.5438,-87.9846,4,1619
41.54381,-87.98456,2,1620
41.54389,-88.12519,1,1621
41.5439,-88.1252,1,1622
41.544,-87.9846,41,1623
41.54402,-87.98464,10,1624
41.5441,-87.98476,1,1625
41.5441,-87.6649,1,1626
41.54428,-87.98601,2,1627
41.5444,-87.50902,1,1628
41.5444,-87.5089,4,1629
41.54469,-87.98322,2,1630
41.5447,-87.9832,19,1631
41.5448,-87.8601,1,1632
41.5448,-87.5085,1,1633
41.5448,-87.5078,4,1634
41.54491,-87.8534,3,1635
41.54498,-87.50902,1,1636
41.5451,-88.1601,2,1637
41.5454,-87.5071,3,1638
41.5456,-87.8494,1,1639
41.5461,-87.5082,4,1640
41.5464,-88.161,1,1641
41.54657,-87.97981,1,1642
41.54664,-87.5074,2,1643
41.5467,-88.161,1,1644
41.547,-87.5069,2,1645
41.547,-87.5067,2,1646
41.54708,-87.79326,1,1647
41.5471,-87.7933,1,1648
41.5475,-88.161,2,1649
41.54768,-87.4713,5,1650
41.5477,-87.50543,1,1651
41.5479,-87.5054,1,1652
41.5481,-87.4709,1,1653
41.54827,-87.5052,1,1654
41.5483,-87.5052,3,1655
41.5485,-87.51017,3,1656
41.5488,-87.5059,10,1657
41.5489,-87.506,3,1658
41.54893,-87.50596,1,1659
41.54896,-87.50592,1,1660
41.549,-87.5059,4,1661
41.5491,-87.4731,4,1662
41.5491,-87.472,1,1663
41.5493,-88.199,1,1664
41.54934,-87.50474,1,1665
41.5494,-87.3562,1,1666
41.5495,-87.508,7,1667
41.5498,-87.3555,2,1668
41.54983,-87.5068,1,1669
41.5501,-87.4319,2,1670
41.5502,-87.507,25,1671
41.55024,-87.50702,1,1672
41.5503,-87.4309,1,1673
41.5503,-87.2454,1,1674
41.5503,-87.24461,1,1675
41.5505,-88.1586,5,1676
41.5506,-87.5063,63,1677
41.5507,-87.6656,2,1678
41.5508,-87.6656,1,1679
41.5509,-88.1386,8,1680
41.5511,-87.6657,3,1681
41.5511,-87.4901,3,1682
41.5515,-88.1566,3,1683
41.55208,-88.1222,1,1684
41.5521,-88.1222,1,1685
41.5521,-87.8092,2,1686
41.5522,-87.5095,11,1687
41.5524,-87.461,2,1688
41.55247,-87.4412,1,1689
41.5525,-87.4403,3,1690
41.5527,-88.0972,1,1691
41.5527,-87.3559,2,1692
41.55284,-88.12018,1,1693
41.5531,-87.4451,1,1694
41.55318,-87.48535,1,1695
41.55321,-88.12014,1,1696
41.5533,-87.445,1,1697
41.554,-87.6822,2,1698
41.5542,-87.3362,1,1699
41.5548,-87.4717,1,1700
41.5549,-87.4708,2,1701
41.5552,-87.4306,1,1702
41.55528,-87.46594,1,1703
41.5555,-87.8965,1,1704
41.5556,-87.8978,1,1705
41.5556,-87.6357,1,1706
41.55587,-87.89208,1,1707
41.55587,-87.46274,2,1708
41.5559,-87.8922,1,1709
41.5561,-87.8972,1,1710
41.5562,-87.8929,1,1711
41.5562,-87.8928,1,1712
41.5562,-87.7048,1,1713
41.5562,-87.6814,3,1714
41.55623,-87.69419,1,1715
41.55625,-87.70482,1,1716
41.5563,-87.7944,1,1717
41.5564,-87.7998,4,1718
41.5568,-87.5398,4,1719
41.5569,-87.4819,1,1720
41.5572,-88.1607,4,1721
41.5575,-87.67,1,1722
41.5576,-87.6803,6,1723
41.5577,-87.7006,1,1724
41.55788,-87.85351,1,1725
41.558,-87.6688,2,1726
41.5581,-87.6938,1,1727
41.5581,-87.6688,1,1728
41.5582,-88.1685,2,1729
41.5585,-87.6694,1,1730
41.5588,-87.6649,1,1731
41.5589,-87.5583,1,1732
41.559,-87.6653,1,1733
41.5593,-88.1333,7,1734
41.5593,-87.6679,2,1735
41.5593,-87.3362,1,1736
41.55932,-87.33621,1,1737
41.5596,-87.6686,1,1738
41.5599,-87.4612,1,1739
41.56,-87.6367,10,1740
41.5602,-87.4615,2,1741
41.56028,-87.66618,1,1742
41.5605,-87.507,2,1743
41.5605,-87.3363,1,1744
41.5608,-87.6639,1,1745
41.5609,-87.5062,1,1746
41.5611,-87.4704,3,1747
41.5614,-87.5056,4,1748
41.5615,-87.5087,1,1749
41.5616,-87.8549,12,1750
41.5616,-87.85487,1,1751
41.5616,-87.5143,3,1752
41.5617,-88.1213,1,1753
41.5618,-87.6637,1,1754
41.5619,-87.6694,2,1755
41.5619,-87.5201,2,1756
41.562,-87.513,2,1757
41.5621,-87.5127,1,1758
41.5622,-87.665,1,1759
41.56223,-87.50855,2,1760
41.5623,-88.121,2,1761
41.5623,-87.6651,1,1762
41.56236,-88.12102,1,1763
41.5624,-88.1211,1,1764
41.5624,-88.121,1,1765
41.5624,-87.5233,1,1766
41.5624,-87.5056,6,1767
41.5625,-88.121,7,1768
41.5626,-87.516,1,1769
41.56264,-87.68363,1,1770
41.5628,-88.1206,1,1771
41.563,-87.5177,2,1772
41.5633,-87.5225,1,1773
41.56339,-87.50896,2,1774
41.5634,-88.1206,1,1775
41.5634,-87.5232,1,1776
41.5634,-87.5093,1,1777
41.5636,-87.6378,1,1778
41.5638,-87.8865,3,1779
41.5639,-88.1986,1,1780
41.5639,-87.5585,1,1781
41.564,-88.1386,2,1782
41.5641,-87.5582,1,1783
41.5642,-87.5089,1,1784
41.56423,-87.55869,1,1785
41.56426,-88.20032,1,1786
41.5643,-87.6806,14,1787
41.5644,-87.5565,2,1788
41.5644,-87.5376,1,1789
41.5645,-87.5125,11,1790
41.565,-87.5349,1,1791
41.56522,-87.68056,1,1792
41.56539,-87.69681,1,1793
41.56539,-87.69439,3,1794
41.5654,-87.6968,17,1795
41.5654,-87.6804,3,1796
41.5655,-87.5318,2,1797
41.5655,-87.4607,1,1798
41.5656,-88.1503,1,1799
41.5657,-88.143,1,1800
41.5657,-87.8503,2,1801
41.56574,-87.50896,1,1802
41.566,-88.1625,1,1803
41.5662,-87.8123,2,1804
41.5662,-87.7837,3,1805
41.5662,-87.5363,1,1806
41.5663,-87.8123,1,1807
41.5665,-87.6973,28,1808
41.5673,-87.6945,1,1809
41.5681,-87.6976,1,1810
41.5684,-87.695,8,1811
41.56855,-87.69649,2,1812
41.5686,-87.6965,21,1813
41.56869,-87.78527,1,1814
41.5687,-87.7853,3,1815
41.56872,-87.78561,1,1816
41.56995,-87.50789,1,1817
41.57,-87.5079,30,1818
41.5704,-87.6938,2,1819
41.5706,-87.6902,1,1820
41.571,-87.4701,2,1821
41.5715,-87.8123,2,1822
41.5718,-87.7798,1,1823
41.5719,-87.539,1,1824
41.5723,-87.365,3,1825
41.5726,-87.2534,4,1826
41.573,-87.8507,11,1827
41.57305,-87.8507,4,1828
41.57313,-88.17118,1,1829
41.5733,-87.2465,5,1830
41.5734,-87.2461,1,1831
41.57397,-87.85174,2,1832
41.5742,-87.665,1,1833
41.5747,-87.8508,1,1834
41.57474,-87.85083,2,1835
41.5755,-87.5229,3,1836
41.57629,-88.16557,1,1837
41.57718,-87.2452,1,1838
41.5785,-87.3565,2,1839
41.57881,-87.79397,4,1840
41.5794,-87.6652,1,1841
41.58006,-87.48132,1,1842
41.58012,-87.88231,1,1843
41.5802,-87.91054,1,1844
41.5802,-87.4813,1,1845
41.5806,-87.814,1,1846
41.5806,-87.6645,1,1847
41.5808,-87.793,1,1848
41.5808,-87.7856,1,1849
41.58091,-88.19976,2,1850
41.5812,-87.3566,2,1851
41.5813,-87.7843,1,1852
41.5817,-87.7929,2,1853
41.5824,-88.2005,1,1854
41.5824,-87.4805,2,1855
41.58245,-88.20054,3,1856
41.5827,-87.5681,1,1857
41.58315,-88.20108,4,1858
41.5833,-87.4806,2,1859
41.5835,-87.5093,2,1860
41.5838,-87.7851,2,1861
41.584,-87.3559,1,1862
41.5844,-87.7854,2,1863
41.5857,-87.5651,1,1864
41.5859,-87.8137,3,1865
41.5863,-87.6017,2,1866
41.5865,-87.9212,1,1867
41.58653,-87.52794,1,1868
41.5869,-87.8785,6,1869
41.587,-87.8807,2,1870
41.587,-87.8801,1,1871
41.587,-87.8795,4,1872
41.587,-87.5609,7,1873
41.5871,-87.8804,1,1874
41.5871,-87.5598,2,1875
41.5871,-87.4613,3,1876
41.58747,-88.04834,1,1877
41.5875,-87.4291,3,1878
